AgentID,longitude,latitude,mode,ROW,COL,fitness,daily_dry_matter_intake,food_consumed,visit_water_source,target_present,target_lon,target_lat,distance_to_target,target_name,num_days_water_source_visit,num_days_food_depreceation,num_thermoregulation_steps,num_steps_thermoregulated,current_proximity_to_plantations,current_proximity_to_water_sources
bull_0,8570918.0,1049236.0,TargetedWalk,,,1,74.16852293447978,0,False,False,,,,,0,0,0,0,47.75981574503821,47.75981574503821
bull_0,8570924.730311006,1049231.0572069583,RandomWalk,75,122,0.9996527777777777,74.16852293447978,0,False,False,,,,,0,0,0,0,47.75981574503821,98.2700361249552
bull_0,8570924.730311006,1049231.0572069583,ForagingMode,75,122,0.9993055555555554,74.16852293447978,0,False,True,8571416.369902227,1049492.7959451613,,food:foraging,0,0,0,0,47.75981574503821,98.2700361249552
bull_0,8570938.898842921,1049237.1681520587,ForagingMode,75,122,0.9989583333333332,74.16852293447978,0,False,True,8571416.369902227,1049492.7959451613,556.9709639934541,forest:foraging,0,0,0,0,46.8187996428785,98.48857801796105
bull_0,8570979.739334956,1049243.6219843228,ForagingMode,75,122,0.9986111111111109,74.16852293447978,0,False,True,8571416.369902227,1049492.7959451613,541.5941110101484,forest:foraging,0,0,0,0,45.880278987817846,98.71676655968832
bull_0,8570978.53758493,1049243.7753369247,RandomWalk,74,122,0.9982638888888886,74.16852293447978,0,False,True,8571416.369902227,1049492.7959451613,541.5941110101484,,0,0,0,0,45.880278987817846,98.71676655968832
bull_0,8570977.533984618,1049248.3444956352,RandomWalk,74,122,0.9979166666666663,74.16852293447978,0,False,True,8571416.369902227,1049492.7959451613,541.5941110101484,,0,0,0,0,45.880278987817846,98.71676655968832
bull_0,8570982.50562929,1049244.2690479783,RandomWalk,74,122,0.9975694444444441,74.16852293447978,0,False,True,8571416.369902227,1049492.7959451613,541.5941110101484,,0,0,0,0,45.880278987817846,98.71676655968832
bull_0,8570979.821475215,1049235.379670382,RandomWalk,74,122,0.9972222222222218,74.16852293447978,0,False,True,8571416.369902227,1049492.7959451613,541.5941110101484,,0,0,0,0,45.880278987817846,98.71676655968832
bull_0,8570979.541321706,1049234.9158125457,RandomWalk,75,122,0.9968749999999995,74.16852293447978,0,False,True,8571416.369902227,1049492.7959451613,541.5941110101484,,0,0,0,0,45.880278987817846,98.71676655968832
bull_0,8570981.07055404,1049232.1161443924,RandomWalk,75,122,0.9965277777777772,74.16852293447978,0,False,True,8571416.369902227,1049492.7959451613,541.5941110101484,,0,0,0,0,45.880278987817846,98.71676655968832
bull_0,8571008.005820703,1049242.6059404255,ForagingMode,75,122,0.996180555555555,74.16852293447978,0,False,True,8571416.369902227,1049492.7959451613,507.384943667679,forest:foraging,0,0,0,0,44.94441010848846,98.95453501482385
bull_0,8571046.44042838,1049270.0813127742,ForagingMode,74,122,0.9958333333333327,74.16852293447978,0,False,True,8571416.369902227,1049492.7959451613,478.9115383333906,forest:foraging,0,0,0,0,43.657759905886145,98.2700361249552
bull_0,8571071.66211704,1049308.3238102766,ForagingMode,74,123,0.9954861111111104,74.16852293447978,0,False,True,8571416.369902227,1049492.7959451613,431.798127717252,forest:foraging,0,0,0,0,42.37924020083418,96.89685237405806
bull_0,8571073.218952158,1049309.9001552504,ForagingMode,74,123,0.9951388888888881,74.16852293447978,0,False,True,8571416.369902227,1049492.7959451613,390.96473717924704,forest:foraging,0,0,0,0,42.37924020083418,96.89685237405806
bull_0,8571114.947064092,1049336.0131167737,ForagingMode,74,123,0.9947916666666659,74.16852293447978,6.0,False,True,8571416.369902227,1049492.7959451613,388.8488710284319,forest:foraging,0,0,0,0,41.10960958218893,95.524865872714
bull_0,8571126.18348438,1049341.8849924053,ForagingMode,74,123,0.9944444444444436,74.16852293447978,6.0,False,True,8571416.369902227,1049492.7959451613,339.7595953411454,forest:foraging,0,0,0,0,40.162171256046406,95.01578816175763
bull_0,8571151.849213863,1049352.2796534987,ForagingMode,74,123,0.9940972222222213,74.16852293447978,6.0,False,True,8571416.369902227,1049492.7959451613,327.0814466842896,forest:foraging,0,0,0,0,40.162171256046406,95.01578816175763
bull_0,8571177.522455856,1049375.1421006806,ForagingMode,74,123,0.993749999999999,74.16852293447978,6.0,False,True,8571416.369902227,1049492.7959451613,299.5263307212212,forest:foraging,0,0,0,0,38.897300677553446,93.64827814754524
bull_0,8571175.835398868,1049376.9181889629,RandomWalk,73,124,0.9934027777777767,74.16852293447978,6.0,False,True,8571416.369902227,1049492.7959451613,299.5263307212212,,0,0,0,0,38.897300677553446,93.64827814754524
bull_0,8571255.928342879,1049401.2932971343,ForagingMode,73,124,0.9930555555555545,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,266.9915760616885,forest:foraging,0,0,0,0,35.73513677041127,91.30169768410661
bull_0,8571294.766427971,1049406.3828659845,ForagingMode,73,124,0.9927083333333322,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,184.7003750998825,forest:foraging,0,0,0,0,34.785054261852174,90.82400563727631
bull_0,8571305.846591717,1049411.9307698265,ForagingMode,73,124,0.9923611111111099,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,149.17984181470416,forest:foraging,0,0,0,0,34.785054261852174,90.82400563727631
bull_0,8571309.06602965,1049416.4222787914,ForagingMode,73,124,0.9920138888888876,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,136.947357579857,forest:foraging,0,0,0,0,33.52610922848042,89.47066558375433
bull_0,8571325.771773448,1049438.7330121247,ForagingMode,73,125,0.9916666666666654,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,131.70823051340219,forest:foraging,0,0,0,0,33.52610922848042,89.47066558375433
bull_0,8571400.341475507,1049568.6879520952,ForagingMode,73,125,0.9913194444444431,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,105.5027092863018,forest:foraging,0,0,0,0,30.59411708155671,85.0
bull_0,8571402.096358854,1049565.8903199981,ForagingMode,72,125,0.9909722222222208,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,77.56614712341589,forest:foraging,0,0,0,0,29.614185789921695,84.53401682163222
bull_0,8571406.574816424,1049558.7752913267,ForagingMode,72,125,0.9906249999999985,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,74.47497346900698,forest:foraging,0,0,0,0,29.614185789921695,84.53401682163222
bull_0,8571392.313937481,1049418.4410957883,ForagingMode,72,125,0.9902777777777763,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,66.70245742324535,forest:foraging,0,0,0,0,31.622776601683793,88.54942122905152
bull_0,8571408.761063782,1049467.1130585356,ForagingMode,73,125,0.989930555555554,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,78.14942779778197,forest:foraging,0,0,0,0,30.364452901377952,87.20665112249179
bull_0,8571410.039285045,1049469.5438400474,RandomWalk,73,125,0.9895833333333317,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,78.14942779778197,,0,0,0,0,30.364452901377952,87.20665112249179
bull_0,8571407.243930379,1049472.1713775352,RandomWalk,73,125,0.9892361111111094,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,78.14942779778197,,0,0,0,0,30.364452901377952,87.20665112249179
bull_0,8571411.774988556,1049471.0872684058,RandomWalk,73,125,0.9888888888888872,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,78.14942779778197,,0,0,0,0,30.364452901377952,87.20665112249179
bull_0,8571412.72421457,1049471.9269990635,RandomWalk,73,125,0.9885416666666649,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,78.14942779778197,,0,0,0,0,30.364452901377952,87.20665112249179
bull_0,8571411.10019037,1049471.5386324367,RandomWalk,73,125,0.9881944444444426,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,78.14942779778197,,0,0,0,0,30.364452901377952,87.20665112249179
bull_0,8571422.109763455,1049468.5781759685,RandomWalk,73,125,0.9878472222222203,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,78.14942779778197,,0,0,0,0,30.364452901377952,87.20665112249179
bull_0,8571424.416710928,1049471.5152765189,RandomWalk,73,125,0.987499999999998,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,78.14942779778197,,0,0,0,0,30.364452901377952,87.20665112249179
bull_0,8571423.969616368,1049471.496043313,RandomWalk,73,125,0.9871527777777758,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,78.14942779778197,,0,0,0,0,30.364452901377952,87.20665112249179
bull_0,8571422.705300098,1049472.528087829,RandomWalk,73,125,0.9868055555555535,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,78.14942779778197,,0,0,0,0,30.364452901377952,87.20665112249179
bull_0,8571423.083114922,1049474.6018851257,RandomWalk,73,125,0.9864583333333312,74.16852293447978,15.0,False,True,8571416.369902227,1049492.7959451613,78.14942779778197,,0,0,0,0,30.364452901377952,87.20665112249179
bull_0,8571426.260595107,1049483.3906863749,RandomWalk,73,125,0.9861111111111089,74.16852293447978,16.0,False,True,8571416.369902227,1049492.7959451613,78.14942779778197,,0,0,0,0,30.083217912982647,86.31338250816034
bull_0,8571425.391540067,1049483.4255191654,RandomWalk,73,125,0.9857638888888867,74.16852293447978,16.0,False,True,8571416.369902227,1049492.7959451613,78.14942779778197,,0,0,0,0,30.083217912982647,86.31338250816034
bull_0,8571436.721563775,1049486.4951557429,RandomWalk,73,125,0.9854166666666644,74.16852293447978,16.0,False,True,8571416.369902227,1049492.7959451613,78.14942779778197,,0,0,0,0,29.120439557122072,85.86617494683223
bull_0,8571433.053734442,1049489.466710041,RandomWalk,73,125,0.9850694444444421,74.16852293447978,16.0,False,True,8571416.369902227,1049492.7959451613,78.14942779778197,,0,0,0,0,29.120439557122072,85.86617494683223
bull_0,8571433.053734442,1049489.466710041,RandomWalk,73,125,0.9847222222222198,74.16852293447978,16.0,False,False,,,,forest:foraging,0,0,0,0,29.120439557122072,85.86617494683223
bull_0,8571432.630234892,1049489.4628879072,RandomWalk,73,125,0.9843749999999976,74.16852293447978,16.0,False,False,,,,,0,0,0,0,29.120439557122072,85.86617494683223
bull_0,8571433.013176285,1049488.9319801352,RandomWalk,73,125,0.9840277777777753,74.16852293447978,16.0,False,False,,,,,0,0,0,0,29.120439557122072,85.86617494683223
bull_0,8571434.916498946,1049494.723697479,RandomWalk,73,125,0.983680555555553,74.16852293447978,16.0,False,False,,,,,0,0,0,0,29.120439557122072,85.86617494683223
bull_0,8571434.916498946,1049494.723697479,ForagingMode,73,125,0.9833333333333307,74.16852293447978,16.0,False,True,8572036.543040203,1049740.865200352,,food:foraging,0,0,0,0,29.120439557122072,85.86617494683223
bull_0,8571435.38994703,1049498.6014177632,RandomWalk,73,125,0.9829861111111085,74.16852293447978,16.0,False,True,8572036.543040203,1049740.865200352,,,0,0,0,0,29.120439557122072,85.86617494683223
bull_0,8571434.924132036,1049501.2306415823,RandomWalk,73,125,0.9826388888888862,74.16852293447978,16.0,False,True,8572036.543040203,1049740.865200352,,,0,0,0,0,29.120439557122072,85.86617494683223
bull_0,8571428.744711636,1049503.8133138698,RandomWalk,73,125,0.9822916666666639,74.16852293447978,16.0,False,True,8572036.543040203,1049740.865200352,,,0,0,0,0,30.083217912982647,86.31338250816034
