AgentID,longitude,latitude,mode,ROW,COL,fitness,daily_dry_matter_intake,food_consumed,visit_water_source,target_present,target_lon,target_lat,distance_to_target,target_name,num_days_water_source_visit,num_days_food_depreceation,num_thermoregulation_steps,num_steps_thermoregulated,current_proximity_to_plantations,current_proximity_to_water_sources
bull_0,8570924.0,1049229.0,RandomWalk,,,1,70.39627974959316,0,False,False,,,,,0,0,0,0,48.104053883222775,48.104053883222775
bull_0,8570916.571203247,1049225.1866985313,RandomWalk,75,122,0.9996527777777777,70.39627974959316,0,False,False,,,,,0,0,0,0,48.104053883222775,97.29337079164233
bull_0,8570916.156540005,1049223.3679150855,RandomWalk,75,122,0.9993055555555554,70.39627974959316,0,False,False,,,,,0,0,0,0,48.104053883222775,97.29337079164233
bull_0,8570913.99782522,1049223.1318495895,RandomWalk,75,122,0.9989583333333332,70.39627974959316,0,False,False,,,,,0,0,0,0,48.104053883222775,97.29337079164233
bull_0,8570914.003651785,1049223.428663908,RandomWalk,75,122,0.9986111111111109,70.39627974959316,0,False,False,,,,,0,0,0,0,48.104053883222775,97.29337079164233
bull_0,8570912.960275764,1049222.934074143,RandomWalk,75,122,0.9982638888888886,70.39627974959316,0,False,False,,,,,0,0,0,0,48.104053883222775,97.29337079164233
bull_0,8570914.913791245,1049223.2257939815,RandomWalk,75,122,0.9979166666666663,70.39627974959316,0,False,False,,,,,0,0,0,0,48.104053883222775,97.29337079164233
bull_0,8570917.204220083,1049222.419588631,RandomWalk,75,122,0.9975694444444441,70.39627974959316,0,False,False,,,,,0,0,0,0,48.104053883222775,97.29337079164233
bull_0,8570916.044818802,1049222.5223179876,RandomWalk,75,122,0.9972222222222218,70.39627974959316,0,False,False,,,,,0,0,0,0,48.104053883222775,97.29337079164233
bull_0,8570919.4010928,1049227.8468191742,RandomWalk,75,122,0.9968749999999995,70.39627974959316,0,False,False,,,,,0,0,0,0,48.104053883222775,97.29337079164233
bull_0,8570915.919327477,1049227.45824245,RandomWalk,75,122,0.9965277777777772,70.39627974959316,0,False,False,,,,,0,0,0,0,48.104053883222775,97.29337079164233
bull_0,8570914.295554215,1049229.9112500267,RandomWalk,75,122,0.996180555555555,70.39627974959316,0,False,False,,,,,0,0,0,0,47.75981574503821,98.2700361249552
bull_0,8570895.604370736,1049226.1580762614,RandomWalk,75,122,0.9958333333333327,70.39627974959316,0,False,False,,,,,0,0,0,0,49.040799340956916,97.082439194738
bull_0,8570897.15799793,1049225.7084426335,RandomWalk,75,121,0.9954861111111104,70.39627974959316,0,False,False,,,,,0,0,0,0,49.040799340956916,97.082439194738
bull_0,8570894.984293815,1049224.5789908692,RandomWalk,75,121,0.9951388888888881,70.39627974959316,0,False,False,,,,,0,0,0,0,49.040799340956916,97.082439194738
bull_0,8570894.984293815,1049224.5789908692,ForagingMode,75,121,0.9947916666666659,70.39627974959316,0,False,True,8571478.387216024,1049430.7786313638,,food:foraging,0,0,0,0,49.040799340956916,97.082439194738
bull_0,8570971.940611646,1049257.544893326,ForagingMode,75,121,0.9944444444444436,70.39627974959316,0,False,True,8571478.387216024,1049430.7786313638,618.7707664252476,forest:foraging,0,0,0,0,45.880278987817846,98.71676655968832
bull_0,8570985.432932798,1049263.1614750435,ForagingMode,74,122,0.9940972222222213,70.39627974959316,0,False,True,8571478.387216024,1049430.7786313638,535.2551644599695,forest:foraging,0,0,0,0,45.5411901469428,99.32270636667126
bull_0,8571000.293443518,1049266.140953209,ForagingMode,74,122,0.993749999999999,70.39627974959316,0,False,True,8571478.387216024,1049430.7786313638,520.6721006968056,forest:foraging,0,0,0,0,44.598206241955516,98.79271228182775
bull_0,8571002.124299256,1049266.902504914,ForagingMode,74,122,0.9934027777777767,70.39627974959316,0,False,True,8571478.387216024,1049430.7786313638,505.6473280632761,forest:foraging,0,0,0,0,44.598206241955516,98.79271228182775
