AgentID,longitude,latitude,mode,ROW,COL,fitness,daily_dry_matter_intake,food_consumed,visit_water_source,target_present,target_lon,target_lat,distance_to_target,target_name,num_days_water_source_visit,num_days_food_depreceation,num_thermoregulation_steps,num_steps_thermoregulated,current_proximity_to_plantations,current_proximity_to_water_sources
bull_0,8570910.0,1049235.0,TargetedWalk,,,1,62.126429299175676,0,False,False,,,,,0,0,0,0,47.75981574503821,47.75981574503821
bull_0,8570918.23152137,1049236.4036898585,RandomWalk,75,122,0.9996527777777777,62.126429299175676,0,False,False,,,,,0,0,0,0,47.75981574503821,98.2700361249552
bull_0,8570918.08024835,1049238.2630002955,RandomWalk,75,122,0.9993055555555554,62.126429299175676,0,False,False,,,,,0,0,0,0,47.75981574503821,98.2700361249552
bull_0,8570920.210076619,1049237.8391984727,RandomWalk,75,122,0.9989583333333332,62.126429299175676,0,False,False,,,,,0,0,0,0,47.75981574503821,98.2700361249552
bull_0,8570920.293746877,1049237.554361719,RandomWalk,75,122,0.9986111111111109,62.126429299175676,0,False,False,,,,,0,0,0,0,47.75981574503821,98.2700361249552
bull_0,8570921.43754332,1049237.712419487,RandomWalk,75,122,0.9982638888888886,62.126429299175676,0,False,False,,,,,0,0,0,0,47.75981574503821,98.2700361249552
bull_0,8570919.662081296,1049236.8469382315,RandomWalk,75,122,0.9979166666666663,62.126429299175676,0,False,False,,,,,0,0,0,0,47.75981574503821,98.2700361249552
bull_0,8570917.719949504,1049238.3043864928,RandomWalk,75,122,0.9975694444444441,62.126429299175676,0,False,False,,,,,0,0,0,0,47.75981574503821,98.2700361249552
bull_0,8570917.719949504,1049238.3043864928,ForagingMode,75,122,0.9972222222222218,62.126429299175676,0,False,True,8571602.42184362,1048531.5275812979,,food:foraging,0,0,0,0,47.75981574503821,98.2700361249552
bull_0,8570919.89871937,1049229.946230161,ForagingMode,75,122,0.9968749999999995,62.126429299175676,0,False,True,8571602.42184362,1048531.5275812979,984.0478322556739,forest:foraging,0,0,0,0,47.75981574503821,98.2700361249552
bull_0,8570932.698616743,1049203.7170989444,ForagingMode,75,122,0.9965277777777772,62.126429299175676,0,False,True,8571602.42184362,1048531.5275812979,976.5379788903538,forest:foraging,0,0,0,0,48.104053883222775,97.29337079164233
bull_0,8570959.106532715,1049191.9626791356,ForagingMode,75,122,0.996180555555555,62.126429299175676,0,False,True,8571602.42184362,1048531.5275812979,948.8772039901731,forest:foraging,0,0,0,0,47.53945729601885,96.54014708917737
bull_0,8570994.097956005,1049160.2181449728,ForagingMode,75,122,0.9958333333333327,62.126429299175676,0,False,True,8571602.42184362,1048531.5275812979,921.9702314610711,forest:foraging,0,0,0,0,47.01063709417264,95.80187889597991
bull_0,8571023.007041352,1049124.6810238392,ForagingMode,75,122,0.9954861111111104,62.126429299175676,0,False,True,8571602.42184362,1048531.5275812979,874.8198540821547,forest:foraging,0,0,0,0,46.51881339845203,95.0789145920377
bull_0,8571023.651153695,1049122.5611846116,ForagingMode,75,122,0.9951388888888881,62.126429299175676,0,False,True,8571602.42184362,1048531.5275812979,829.187867425698,forest:foraging,0,0,0,0,46.51881339845203,95.0789145920377
bull_0,8571060.093758095,1049089.4695139143,ForagingMode,75,122,0.9947916666666659,62.126429299175676,0,False,True,8571602.42184362,1048531.5275812979,827.2219966626111,forest:foraging,0,0,0,0,45.17742799230607,94.64142856064674
bull_0,8571072.0741814,1049085.321559995,ForagingMode,76,123,0.9944444444444436,62.126429299175676,0,False,True,8571602.42184362,1048531.5275812979,778.0867255781325,forest:foraging,0,0,0,0,45.17742799230607,94.64142856064674
bull_0,8571097.755192384,1049074.964710861,ForagingMode,76,123,0.9940972222222213,62.126429299175676,0,False,True,8571602.42184362,1048531.5275812979,766.7831594806181,forest:foraging,0,0,0,0,44.294469180700204,94.92101980067429
bull_0,8571128.457474738,1049059.4993720737,ForagingMode,76,123,0.993749999999999,62.126429299175676,0,False,True,8571602.42184362,1048531.5275812979,741.6281700808025,forest:foraging,0,0,0,0,43.9089968002003,94.25497334358543
bull_0,8571143.719261657,1049028.1737950637,ForagingMode,76,123,0.9934027777777767,62.126429299175676,0,False,True,8571602.42184362,1048531.5275812979,709.5043585661506,forest:foraging,0,0,0,0,44.384682042344295,93.30058949438637
bull_0,8571158.724059073,1049017.295431506,ForagingMode,76,123,0.9930555555555545,62.126429299175676,6.0,False,True,8571602.42184362,1048531.5275812979,676.0662100320288,forest:foraging,0,0,0,0,43.46262762420146,93.60555539069249
