AgentID,longitude,latitude,mode,food_consumed,visit_water_source,target_present,target_lon,target_lat,target_name
bull_0,8571316.360406002,1042611.1266485305,TargetedWalk,0,True,False,,,
bull_0,8571316.360406002,1042611.1266485305,RandomWalk,0,True,False,,,
bull_0,8571316.360406002,1042611.1266485305,RandomWalk,0,True,False,,,
bull_0,8571316.360406002,1042611.1266485305,RandomWalk,0,True,False,,,
bull_0,8571316.360406002,1042611.1266485305,RandomWalk,0,True,False,,,
bull_0,8571316.360406002,1042611.1266485305,RandomWalk,0,True,False,,,
bull_0,8571316.360406002,1042611.1266485305,RandomWalk,0,True,False,,,
bull_0,8571316.360406002,1042611.1266485305,ForagingMode,0,True,True,8571664.439157417,1042484.8394860278,food
bull_0,8571347.3690629,1042611.1266485305,ForagingMode,15.0,True,True,8571664.439157417,1042484.8394860278,food
bull_0,8571378.377719799,1042611.1266485305,ForagingMode,37.0,True,True,8571664.439157417,1042484.8394860278,food
bull_0,8571409.386376698,1042580.1179916316,ForagingMode,56.0,True,True,8571664.439157417,1042484.8394860278,food
bull_0,8571440.395033596,1042580.1179916316,ForagingMode,59.0,True,True,8571664.439157417,1042484.8394860278,food
bull_0,8571471.403690495,1042549.1093347328,ForagingMode,64.0,True,True,8571664.439157417,1042484.8394860278,food
bull_0,8571502.412347393,1042549.1093347328,ForagingMode,91.0,True,True,8571664.439157417,1042484.8394860278,food
bull_0,8571533.421004292,1042549.1093347328,ForagingMode,104.0,True,True,8571664.439157417,1042484.8394860278,food
bull_0,8571564.42966119,1042518.1006778339,ForagingMode,112.0,True,True,8571664.439157417,1042484.8394860278,food
bull_0,8571595.438318089,1042518.1006778339,ForagingMode,128.0,True,True,8571664.439157417,1042484.8394860278,food
bull_0,8571626.446974987,1042487.092020935,ForagingMode,131.0,True,True,8571664.439157417,1042484.8394860278,food
bull_0,8571657.455631886,1042487.092020935,ForagingMode,133.0,True,True,8571664.439157417,1042484.8394860278,food
bull_0,8571657.455631886,1042487.092020935,RandomWalk,133.0,True,False,,,food
bull_0,8571657.455631886,1042487.092020935,RandomWalk,133.0,True,False,,,
bull_0,8571657.455631886,1042487.092020935,RandomWalk,133.0,True,False,,,
bull_0,8571657.455631886,1042487.092020935,ForagingMode,133.0,True,True,8571664.439157417,1042639.882770522,food
bull_0,8571657.455631886,1042518.1006778339,ForagingMode,147.0,True,True,8571664.439157417,1042639.882770522,food
bull_0,8571657.455631886,1042549.1093347328,ForagingMode,148.0,True,True,8571664.439157417,1042639.882770522,food
bull_0,8571657.455631886,1042580.1179916316,ForagingMode,158.0,True,True,8571664.439157417,1042639.882770522,food
bull_0,8571657.455631886,1042611.1266485305,ForagingMode,168.0,True,True,8571664.439157417,1042639.882770522,food
bull_0,8571657.455631886,1042642.1353054293,ForagingMode,187.0,True,True,8571664.439157417,1042639.882770522,food
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,True,8571664.439157417,1042639.882770522,
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,True,8571664.439157417,1042639.882770522,
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,True,8571664.439157417,1042639.882770522,
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,True,8571664.439157417,1042639.882770522,
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,True,8571664.439157417,1042639.882770522,
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,True,8571664.439157417,1042639.882770522,
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,True,8571664.439157417,1042639.882770522,
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,True,8571664.439157417,1042639.882770522,
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,True,8571664.439157417,1042639.882770522,
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,True,8571664.439157417,1042639.882770522,
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,True,8571664.439157417,1042639.882770522,
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,False,,,
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,False,,,
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,False,,,
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,False,,,
bull_0,8571657.455631886,1042642.1353054293,RandomWalk,187.0,True,False,,,
bull_0,8571657.455631886,1042642.1353054293,ForagingMode,187.0,True,True,8571881.499755709,1042670.8914274208,food
bull_0,8571688.464288784,1042642.1353054293,ForagingMode,212.0,True,True,8571881.499755709,1042670.8914274208,food
bull_0,8571719.472945683,1042642.1353054293,ForagingMode,226.0,True,True,8571881.499755709,1042670.8914274208,food
bull_0,8571750.481602581,1042642.1353054293,ForagingMode,242.0,True,True,8571881.499755709,1042670.8914274208,food
bull_0,8571781.49025948,1042642.1353054293,ForagingMode,264.0,True,True,8571881.499755709,1042670.8914274208,food
bull_0,8571812.498916378,1042642.1353054293,ForagingMode,278.0,True,True,8571881.499755709,1042670.8914274208,food
bull_0,8571843.507573277,1042673.1439623282,ForagingMode,282.0,True,True,8571881.499755709,1042670.8914274208,food
bull_0,8571874.516230175,1042673.1439623282,ForagingMode,306.0,True,True,8571881.499755709,1042670.8914274208,food
bull_0,8571874.516230175,1042673.1439623282,RandomWalk,306.0,True,False,,,food
bull_0,8571874.516230175,1042673.1439623282,RandomWalk,306.0,True,False,,,
bull_0,8571874.516230175,1042673.1439623282,RandomWalk,306.0,True,False,,,
