AgentID,longitude,latitude,mode,fitness,daily_dry_matter_intake,food_consumed,visit_water_source,target_present,target_lon,target_lat,distance_to_target,target_name,num_days_water_source_visit,num_days_food_depreceation,num_thermoregulation_steps,num_steps_thermoregulated
bull_0,8572588.0,1045849.0,TargetedWalk,1,71.1049282555611,0,False,False,,,,,0,0,0,0
bull_0,8572582.175156359,1045840.7964403015,RandomWalk,0.999652778,71.1049282555611,25.0,False,False,,,,,0,0,0,0
bull_0,8572582.175156359,1045840.7964403015,ForagingMode,0.9993055559999999,71.1049282555611,25.0,False,True,8572501.672893684,1046143.8610000887,,food:foraging,0,0,0,0
bull_0,8572583.616158713,1045870.5044858301,ForagingMode,0.9989583339999999,71.1049282555611,25.0,False,True,8572501.672893684,1046143.8610000887,313.57414066650125,food:foraging,0,0,0,0
bull_0,8572587.662315056,1045905.7568103694,ForagingMode,0.9986111119999999,71.1049282555611,25.0,False,True,8572501.672893684,1046143.8610000887,285.3742850558588,food:foraging,0,0,0,0
bull_0,8572578.741674554,1045917.3880677441,ForagingMode,0.9982638899999998,71.1049282555611,25.0,False,True,8572501.672893684,1046143.8610000887,253.15565518010956,food:foraging,0,0,0,0
bull_0,8572576.02013993,1045909.9663755803,RandomWalk,0.9979166679999998,71.1049282555611,26.0,False,True,8572501.672893684,1046143.8610000887,253.15565518010956,,0,0,0,0
bull_0,8572575.921067987,1045909.240619102,RandomWalk,0.9975694459999997,71.1049282555611,26.0,False,True,8572501.672893684,1046143.8610000887,253.15565518010956,,0,0,0,0
bull_0,8572558.765293702,1045931.3487964635,ForagingMode,0.9972222239999997,71.1049282555611,26.0,False,True,8572501.672893684,1046143.8610000887,246.08842833740258,food:foraging,0,0,0,0
bull_0,8572515.748061148,1046043.5186938752,ForagingMode,0.9968750019999997,71.1049282555611,26.0,False,True,8572501.672893684,1046143.8610000887,220.04767399248988,food:foraging,0,0,0,0
bull_0,8572526.537218744,1046070.331673575,ForagingMode,0.9965277799999996,71.1049282555611,26.0,False,True,8572501.672893684,1046143.8610000887,101.32467002364261,food:foraging,0,0,0,0
bull_0,8572519.876219526,1046083.3690856432,ForagingMode,0.9961805579999996,71.1049282555611,26.0,False,True,8572501.672893684,1046143.8610000887,77.61956272896228,food:foraging,0,0,0,0
bull_0,8572507.730370667,1046107.1633648409,ForagingMode,0.9958333359999996,71.1049282555611,26.0,False,True,8572501.672893684,1046143.8610000887,63.17145546036145,food:foraging,0,0,0,0
bull_0,8572505.024733983,1046128.4966520058,ForagingMode,0.9954861139999995,71.1049282555611,26.0,False,True,8572501.672893684,1046143.8610000887,37.19421272424717,food:foraging,0,0,0,0
bull_0,8572505.024733983,1046128.4966520058,RandomWalk,0.9951388919999995,71.1049282555611,26.0,False,False,,,,food:foraging,0,0,0,0
bull_0,8572496.26206039,1046122.368034795,RandomWalk,0.9947916699999995,71.1049282555611,26.0,False,False,,,,,0,0,0,0
bull_0,8572496.316391893,1046122.650281814,RandomWalk,0.9944444479999994,71.1049282555611,26.0,False,False,,,,,0,0,0,0
bull_0,8572495.01790229,1046123.3000868836,RandomWalk,0.9940972259999994,71.1049282555611,26.0,False,False,,,,,0,0,0,0
bull_0,8572498.80298841,1046122.4680466437,RandomWalk,0.9937500039999994,71.1049282555611,26.0,False,False,,,,,0,0,0,0
bull_0,8572491.114588795,1046114.9433664004,RandomWalk,0.9934027819999993,71.1049282555611,26.0,False,False,,,,,0,0,0,0
bull_0,8572491.114588795,1046114.9433664004,ForagingMode,0.9930555599999993,71.1049282555611,26.0,False,True,8571943.517069506,1046422.9389121782,,food:foraging,0,0,0,0
bull_0,8572463.167487115,1046157.3916397999,ForagingMode,0.9927083379999992,71.1049282555611,26.0,False,True,8571943.517069506,1046422.9389121782,628.2708805532487,food:foraging,0,0,0,0
bull_0,8572404.896236591,1046179.9196709994,ForagingMode,0.9923611159999992,71.1049282555611,26.0,False,True,8571943.517069506,1046422.9389121782,583.5682568379397,food:foraging,0,0,0,0
bull_0,8572393.67728997,1046184.6970522279,ForagingMode,0.9920138939999992,71.1049282555611,26.0,False,True,8571943.517069506,1046422.9389121782,521.4682036362536,food:foraging,0,0,0,0
bull_0,8572349.165419191,1046232.526638554,ForagingMode,0.9916666719999991,71.1049282555611,26.0,False,True,8571943.517069506,1046422.9389121782,509.31660872326773,food:foraging,0,0,0,0
bull_0,8572291.90343927,1046308.8834806797,ForagingMode,0.9913194499999991,71.1049282555611,26.0,False,True,8571943.517069506,1046422.9389121782,448.11540650750743,food:foraging,0,0,0,0
bull_0,8572292.1552442,1046308.1413568713,RandomWalk,0.9909722279999991,71.1049282555611,26.0,False,True,8571943.517069506,1046422.9389121782,448.11540650750743,,0,0,0,0
bull_0,8572293.428837033,1046307.7990787909,RandomWalk,0.990625005999999,71.1049282555611,26.0,False,True,8571943.517069506,1046422.9389121782,448.11540650750743,,0,0,0,0
bull_0,8572295.36267728,1046309.3820330796,RandomWalk,0.990277783999999,71.1049282555611,26.0,False,True,8571943.517069506,1046422.9389121782,448.11540650750743,,0,0,0,0
bull_0,8572271.52478432,1046331.0131154249,ForagingMode,0.989930561999999,71.1049282555611,26.0,False,True,8571943.517069506,1046422.9389121782,369.71677876543106,food:foraging,0,0,0,0
bull_0,8572275.4669002,1046332.2380005426,RandomWalk,0.9895833399999989,71.1049282555611,26.0,False,True,8571943.517069506,1046422.9389121782,369.71677876543106,,0,0,0,0
