Step,latitude,longitude,ID,timestamp,states
323,-0.982989566666667,101.976851516667,14,2015-03-14 23:15:28.000,2
324,-0.983373733333333,101.977168116667,14,2015-03-14 23:20:27.000,2
325,-0.98380895,101.9774182,14,2015-03-14 23:25:28.000,2
326,-0.98452885,101.9777905,14,2015-03-14 23:30:27.000,2
327,-0.985182633333333,101.977964016667,14,2015-03-14 23:35:28.000,2
328,-0.985372833333333,101.97870425,14,2015-03-14 23:40:27.000,2
329,-0.985737983333333,101.979008233333,14,2015-03-14 23:45:28.000,2
330,-0.9860488,101.979311783333,14,2015-03-14 23:50:28.000,2
331,-0.986713283333333,101.979675416667,14,2015-03-14 23:55:27.000,2
332,-0.986980966666667,101.97997785,14,2015-03-15 00:00:27.000,2
333,-0.987187066666667,101.9801936,14,2015-03-15 00:05:27.000,2
334,-0.987492166666667,101.980344916667,14,2015-03-15 00:10:27.000,2
335,-0.987714083333333,101.980763933333,14,2015-03-15 00:15:28.000,2
336,-0.98784215,101.981107766667,14,2015-03-15 00:20:28.000,2
337,-0.988058116666667,101.981233633333,14,2015-03-15 00:25:35.000,1
338,-0.988043816666667,101.981221033333,14,2015-03-15 00:30:34.000,2
339,-0.987964683333333,101.981485266667,14,2015-03-15 00:35:33.000,2
340,-0.988195,101.9817512,14,2015-03-15 00:40:28.000,2
341,-0.98833075,101.9820867,14,2015-03-15 00:45:29.000,2
342,-0.988152966666667,101.98247885,14,2015-03-15 00:50:28.000,2
343,-0.988884833333333,101.982551316667,45,2015-03-20 02:00:48.000,1
344,-0.98884595,101.982532833333,45,2015-03-20 02:05:28.000,2
345,-0.98897905,101.982241033333,45,2015-03-20 02:10:28.000,2
346,-0.9888783,101.9821021,45,2015-03-20 02:15:28.000,2
347,-0.9886925,101.98184795,45,2015-03-20 02:20:29.000,2
348,-0.988488583333333,101.981687833333,45,2015-03-20 02:25:28.000,2
349,-0.988154033333333,101.9816717,45,2015-03-20 02:30:28.000,2
350,-0.9879763,101.981771416667,45,2015-03-20 02:35:28.000,1
351,-0.9879571,101.981787133333,45,2015-03-20 02:40:28.000,1
352,-0.98798295,101.9817994,45,2015-03-20 02:45:27.000,1
353,-0.987922716666667,101.98169705,45,2015-03-20 02:50:29.000,1
354,-0.987939866666667,101.981658683333,45,2015-03-20 02:55:28.000,1
355,-0.9876946,101.981723283333,45,2015-03-20 03:00:29.000,1
356,-0.98764055,101.98167245,45,2015-03-20 03:05:28.000,1
357,-0.987635866666666,101.98166785,45,2015-03-20 03:10:28.000,1
358,-0.987638216666667,101.981671483333,45,2015-03-20 03:15:27.000,1
359,-0.987622066666667,101.981671883333,45,2015-03-20 03:20:27.000,1
360,-0.987761183333333,101.98162695,45,2015-03-20 03:25:28.000,1
361,-0.98774565,101.98162555,45,2015-03-20 03:30:29.000,1
362,-0.9877069,101.981581566667,45,2015-03-20 03:35:34.000,1
363,-0.987690866666667,101.981602766667,45,2015-03-20 03:40:33.000,1
364,-0.987712233333333,101.981592383333,45,2015-03-20 03:45:29.000,1
365,-0.987710616666667,101.98161315,45,2015-03-20 03:50:35.000,1
366,-0.987705616666667,101.981627166667,45,2015-03-20 03:55:33.000,1
367,-0.98771765,101.98162885,45,2015-03-20 04:00:28.000,1
368,-0.9877464,101.981666466667,45,2015-03-20 04:05:30.000,1
369,-0.987727083333333,101.9816488,45,2015-03-20 04:10:28.000,2
370,-0.987449316666667,101.981676316667,45,2015-03-20 04:15:28.000,2
371,-0.987421783333333,101.981680683333,45,2015-03-20 04:20:28.000,2
372,-0.987162883333333,101.98171485,45,2015-03-20 04:25:36.000,2
373,-0.98692175,101.981627416667,45,2015-03-20 04:30:28.000,2
374,-0.986869733333333,101.981742083333,45,2015-03-20 04:35:30.000,2
375,-0.986942366666667,101.981989366667,45,2015-03-20 04:40:29.000,2
376,-0.9869745,101.9820436,45,2015-03-20 04:45:29.000,1
377,-0.986965933333333,101.982029583333,45,2015-03-20 04:50:27.000,1
378,-0.986948583333333,101.98203955,45,2015-03-20 04:55:30.000,1
379,-0.98698275,101.982022166667,45,2015-03-20 05:00:28.000,1
380,-0.986949616666667,101.982128516667,45,2015-03-20 05:05:33.000,2
381,-0.987266483333333,101.982711183333,45,2015-03-20 05:10:28.000,2
382,-0.9869858,101.982758216667,45,2015-03-20 05:15:28.000,2
383,-0.986870483333333,101.98245125,45,2015-03-20 05:20:29.000,2
384,-0.9858991,101.9816439,45,2015-03-20 05:25:27.000,2
385,-0.985695166666667,101.981373183333,45,2015-03-20 05:30:33.000,2
386,-0.98501545,101.9812385,45,2015-03-20 05:35:33.000,2
