lat,lon,targetID,defender_reward,defender_penalty,attacker_reward,attacker_penalty
1049233.0,8570911.0,,,,,
1049240.1322292015,8570912.295330714,,,,,
1049243.5956858338,8570912.662512045,,,,,
1049245.9972761362,8570912.883310651,,,,,
1049242.354969919,8570902.659665318,,,,,
1049242.354969919,8570902.659665318,,,,,
1049240.8098722273,8570902.984761208,,,,,
1049238.2463956478,8570901.600223279,,,,,
1049237.8207399836,8570901.285653003,,,,,
1049234.5552745073,8570901.450384997,,,,,
1049233.4341745018,8570895.267942397,,,,,
1049225.3962362024,8570896.024941523,,,,,
1049226.749343562,8570895.848194003,,,,,
1049228.089001565,8570895.106451545,,,,,
1049218.0121026142,8570910.914323594,,,,,
1049217.5783456692,8570909.950822301,,,,,
1049223.0426110544,8570899.074378973,,,,,
1049232.2374907522,8570898.864666242,,,,,
1049231.855613688,8570895.246500896,,,,,
1049231.8367700053,8570890.436805138,,,,,
1049238.2837615465,8570944.887824459,,,,,
1049235.2151254823,8570954.59669269,,,,,
1049254.3172669075,8571002.699550346,,,,,
1049251.826904843,8571001.4596594,,,,,
1049250.820085683,8571001.475006022,,,,,
1049239.47369586,8571003.163686581,,,,,
1049238.482871781,8571003.329368304,,,,,
1049243.819181098,8571000.190389074,,,,,
1049241.7879948684,8571001.765049543,,,,,
1049242.98228343,8570998.787306534,,,,,
1049246.365678012,8571002.223285051,,,,,
1049246.358643211,8571002.07872249,,,,,
1049250.8103784805,8571000.847134301,,,,,
1049252.1444145383,8571000.526846604,,,,,
1049250.2502427893,8571000.053346112,,,,,
1049245.6671569983,8570999.766847573,,,,,
1049256.6387398385,8571014.034165427,,,,,
1049270.6311388663,8571047.75062236,,,,,
1049244.2463367733,8571172.592871351,,,,,
1049249.6551560818,8571215.504089708,,,,,
1049258.4981287385,8571247.037731048,,,,,
1049263.036227543,8571251.350192022,,,,,
1049261.894138998,8571266.044081416,,,,,
1049260.324155735,8571266.611298794,,,,,
1049264.0396188286,8571270.918901252,,,,,
1049264.7582038315,8571272.287956689,,,,,
1049264.8009303913,8571272.77379046,,,,,
1049269.5995139608,8571268.562660974,,,,,
1049264.895592712,8571269.138434632,,,,,
1049265.2607534116,8571271.692171518,,,,,
1049301.4182163356,8571328.937109064,,,,,
1049301.4182163356,8571328.937109064,,,,,
1049301.878976065,8571328.756416766,,,,,
1049302.7794529474,8571328.01104094,,,,,
1049302.9849027027,8571328.509188036,,,,,
1049304.687359973,8571327.815059965,,,,,
1049296.977304166,8571316.509835267,,,,,
1049292.7540600137,8571312.665113403,,,,,
1049291.563285133,8571313.599660225,,,,,
1049289.3569722578,8571312.621618569,,,,,
1049293.659058194,8571325.305700038,,,,,
1049296.5437449715,8571325.734577607,,,,,
1049298.3921500077,8571325.076030962,,,,,
1049296.0983488914,8571323.207416603,,,,,
1049297.4747704382,8571322.158828575,,,,,
1049297.4747704382,8571322.158828575,,,,,
1049297.5805441584,8571320.102086723,,,,,
