AgentID,longitude,latitude,mode,ROW,COL,fitness,daily_dry_matter_intake,food_consumed,visit_water_source,target_present,target_lon,target_lat,distance_to_target,target_name,num_days_water_source_visit,num_days_food_depreceation,num_thermoregulation_steps,num_steps_thermoregulated,current_proximity_to_plantations,current_proximity_to_water_sources
bull_0,8570914.0,1049233.0,RandomWalk,,,1,68.30009884403101,0,False,False,,,,,0,0,0,0,47.75981574503821,47.75981574503821
bull_0,8570905.824573107,1049234.700201282,RandomWalk,75,122,0.9996527777777777,68.30009884403101,0,False,False,,,,,0,0,0,0,47.75981574503821,98.2700361249552
bull_0,8570906.644576713,1049233.024637821,RandomWalk,75,121,0.9993055555555554,68.30009884403101,0,False,False,,,,,0,0,0,0,47.75981574503821,98.2700361249552
bull_0,8570904.81673991,1049234.1971518104,RandomWalk,75,121,0.9989583333333332,68.30009884403101,0,False,False,,,,,0,0,0,0,47.75981574503821,98.2700361249552
bull_0,8570904.634804746,1049234.4317414206,RandomWalk,75,121,0.9986111111111109,68.30009884403101,0,False,False,,,,,0,0,0,0,48.703182647543684,98.0612053770501
bull_0,8570903.512314118,1049234.7024208398,RandomWalk,75,121,0.9982638888888886,68.30009884403101,0,False,False,,,,,0,0,0,0,48.703182647543684,98.0612053770501
bull_0,8570903.512314118,1049234.7024208398,ForagingMode,75,121,0.9979166666666663,68.30009884403101,0,False,True,8571509.395872923,1048655.5622088932,,food:foraging,0,0,0,0,48.703182647543684,98.0612053770501
bull_0,8570915.284405863,1049223.0959772114,ForagingMode,75,121,0.9975694444444441,68.30009884403101,0,False,True,8571509.395872923,1048655.5622088932,838.1516998268966,forest:foraging,0,0,0,0,48.104053883222775,97.29337079164233
bull_0,8570926.051163519,1049204.5537554403,ForagingMode,75,122,0.9972222222222218,68.30009884403101,0,False,True,8571509.395872923,1048655.5622088932,821.6221841413518,forest:foraging,0,0,0,0,48.104053883222775,97.29337079164233
bull_0,8570938.83354007,1049194.2326139666,ForagingMode,75,122,0.9968749999999995,68.30009884403101,0,False,True,8571509.395872923,1048655.5622088932,801.051039678203,forest:foraging,0,0,0,0,47.53945729601885,96.54014708917737
bull_0,8570956.919988247,1049189.7113833681,ForagingMode,75,122,0.9965277777777772,68.30009884403101,0,False,True,8571509.395872923,1048655.5622088932,784.6701096455513,forest:foraging,0,0,0,0,47.53945729601885,96.54014708917737
bull_0,8570958.526306497,1049188.225959198,ForagingMode,75,122,0.996180555555555,68.30009884403101,0,False,True,8571509.395872923,1048655.5622088932,768.4692210757046,forest:foraging,0,0,0,0,47.53945729601885,96.54014708917737
bull_0,8570996.074666739,1049141.4704975993,ForagingMode,75,122,0.9958333333333327,68.30009884403101,0,False,True,8571509.395872923,1048655.5622088932,766.2818998924844,forest:foraging,0,0,0,0,47.01063709417264,95.80187889597991
bull_0,8571046.608962232,1049121.005696721,ForagingMode,75,122,0.9954861111111104,68.30009884403101,0,False,True,8571509.395872923,1048655.5622088932,706.8277907323596,forest:foraging,0,0,0,0,45.617978911828175,95.33624704172071
bull_0,8571053.596129196,1049115.555630247,ForagingMode,75,123,0.9951388888888881,68.30009884403101,0,False,True,8571509.395872923,1048655.5622088932,656.3606973817953,forest:foraging,0,0,0,0,45.617978911828175,95.33624704172071
bull_0,8571054.153086282,1049113.4948705954,ForagingMode,75,123,0.9947916666666659,68.30009884403101,0,False,True,8571509.395872923,1048655.5622088932,647.5703468120637,forest:foraging,0,0,0,0,45.617978911828175,95.33624704172071
bull_0,8571055.814763281,1049108.4135916168,ForagingMode,75,123,0.9944444444444436,68.30009884403101,0,False,True,8571509.395872923,1048655.5622088932,645.7153532646176,forest:foraging,0,0,0,0,45.617978911828175,95.33624704172071
bull_0,8571123.525407119,1049075.9020477654,ForagingMode,75,123,0.9940972222222213,68.30009884403101,0,False,True,8571509.395872923,1048655.5622088932,640.9447697406503,forest:foraging,0,0,0,0,43.41658669218482,95.2102935611481
bull_0,8571136.635389933,1049069.9903131719,ForagingMode,76,123,0.993749999999999,68.30009884403101,0,False,True,8571509.395872923,1048655.5622088932,570.5975784410739,forest:foraging,0,0,0,0,43.9089968002003,94.25497334358543
bull_0,8571156.304368814,1049053.1657223017,ForagingMode,76,123,0.9934027777777767,68.30009884403101,0,False,True,8571509.395872923,1048655.5622088932,557.4056254599162,forest:foraging,0,0,0,0,43.04648650006177,94.5568612000208
bull_0,8571182.935301261,1049027.887428552,ForagingMode,76,123,0.9930555555555545,68.30009884403101,6.0,False,True,8571509.395872923,1048655.5622088932,531.7538567308267,forest:foraging,0,0,0,0,43.46262762420146,93.60555539069249
bull_0,8571188.021667968,1049016.416158546,ForagingMode,76,124,0.9927083333333322,68.30009884403101,6.0,False,True,8571509.395872923,1048655.5622088932,495.17933523471,forest:foraging,0,0,0,0,42.5440947723653,93.92017887546851
bull_0,8571199.168989891,1048996.6247572203,ForagingMode,76,124,0.9923611111111099,68.30009884403101,6.0,False,True,8571509.395872923,1048655.5622088932,483.2152238805101,forest:foraging,0,0,0,0,42.95346318982906,92.97311439335567
bull_0,8571219.104985006,1048965.5123247493,ForagingMode,76,124,0.9920138888888876,68.30009884403101,8.0,False,True,8571509.395872923,1048655.5622088932,461.0470483873861,forest:foraging,0,0,0,0,42.485291572496,92.35799911215054
bull_0,8571218.62550975,1048966.022387586,RandomWalk,77,124,0.9916666666666654,68.30009884403101,8.0,False,True,8571509.395872923,1048655.5622088932,461.0470483873861,,0,0,0,0,42.485291572496,92.35799911215054
bull_0,8571226.20326642,1048953.525735068,ForagingMode,77,124,0.9913194444444431,68.30009884403101,8.0,False,True,8571509.395872923,1048655.5622088932,425.3621123859739,forest:foraging,0,0,0,0,42.485291572496,92.35799911215054
bull_0,8571226.24905912,1048955.3631896076,RandomWalk,77,124,0.9909722222222208,68.30009884403101,8.0,False,True,8571509.395872923,1048655.5622088932,425.3621123859739,,0,0,0,0,42.485291572496,92.35799911215054
bull_0,8571225.282246182,1048956.7428328951,RandomWalk,77,124,0.9906249999999985,68.30009884403101,8.0,False,True,8571509.395872923,1048655.5622088932,425.3621123859739,,0,0,0,0,42.485291572496,92.35799911215054
bull_0,8571222.621001462,1048959.944415197,RandomWalk,77,124,0.9902777777777763,68.30009884403101,8.0,False,True,8571509.395872923,1048655.5622088932,425.3621123859739,,0,0,0,0,42.485291572496,92.35799911215054
bull_0,8571226.857508881,1048961.5806762676,RandomWalk,77,124,0.989930555555554,68.30009884403101,8.0,False,True,8571509.395872923,1048655.5622088932,425.3621123859739,,0,0,0,0,42.485291572496,92.35799911215054
bull_0,8571236.44704492,1048946.7534908168,ForagingMode,77,124,0.9895833333333317,68.30009884403101,8.0,False,True,8571509.395872923,1048655.5622088932,416.5035768507463,forest:foraging,0,0,0,0,42.941821107167776,91.4166286842826
