,Unnamed: 0,reward_estimate
134,134,12.499503709096103
138,138,10.231805158679483
147,147,7.650772214329498
86,86,5.363783322281283
94,86,5.363783322281283
144,144,4.68872792750262
156,156,4.42066670756436
183,183,2.336042716707922
47,47,8.8224686561393089
139,139,1.7694706315115742
80,80,1.355549136782578
65,65,1.153061223444929
137,137,1.0759043383296087
84,84,0.9084059694787716
81,81,0.8412317069524506
78,78,0.764440103360747
73,73,0.5512083725070382
154,154,0.5365656545960191
170,170,0.4454542827128225
90,90,0.3433474387433389
53,53,0.2138341330897887
106,106,0.0916949371838243
148,148,0.0912701638188868
24,24,0.0898904656504003
123,123,0.0894037116129073
16,16,0.0881885068954018
158,158,0.0881143334009743
77,77,0.0860145825840945
111,111,0.0846639786014674
149,149,0.0836786152052226
72,72,0.0824943258457705
108,108,0.0808085120144864
162,162,0.0803478661773026
143,143,0.0803422820013164
4,4,0.0801490288623023
48,48,0.0798595019658899
119,119,0.0797697658023935
56,56,0.0793043188441448
66,66,0.0792572659468925
51,51,0.0784874859369363
2,2,0.0774195619677799
114,114,0.0767179294271269
125,125,0.0766649455777783
130,130,0.0761318060114989
50,50,0.0750157146223704
38,38,0.07453070198006
35,35,0.0736208190705404
152,152,0.0732740515798254
95,95,0.0729551094539149
181,181,0.0728663263218299
37,37,0.0721913259237933
142,142,0.0717933204768143
57,57,0.0709449604129377
87,87,0.0703909423744532
43,43,0.0699159053166865
168,168,0.0698196802200144
62,62,0.0693487711106085
126,126,0.0685179945772569
3,3,0.0683650546833585
175,175,0.068331417532497
165,165,0.0682014251071308
7,7,0.067737055204098
30,30,0.0673763925350205
32,32,0.0662601837828539
117,117,0.0656805034351089
52,52,0.0645028893591823
79,79,0.0638878169067919
185,185,0.0630945771329294
63,63,0.0629371729826827
74,74,0.0626451175025422
55,55,0.0620706339503903
46,46,0.0617740844697489
61,61,0.0617585240842027
85,85,0.0616287916085607
146,146,0.0612177213272887
96,96,0.0610383595700187
8,8,0.0599480603208461
18,18,0.0597486405555865
131,131,0.0596462109365649
166,166,0.0585887593218472
89,89,0.0582414287052961
122,122,0.0580053315837095
167,167,0.0579834094267578
88,88,0.0577041440848045
129,129,0.0575086874914342
93,93,0.0574762391099
118,118,0.0574473012921938
68,68,0.0566222152485623
128,128,0.0556389694876382
23,23,0.0554730544683316
42,42,0.0552022336246311
58,58,0.0551974510004231
83,83,0.055055508395259
20,20,0.0548751074378966
151,151,0.0544105097027771
25,25,0.0537878991768324
171,171,0.0532304480832984
27,27,0.0531019603332551
172,172,0.0521008554047538
163,163,0.0520771995995858
113,113,0.0517704623536607
69,69,0.0514662914492095
21,21,0.0514109275555848
124,124,0.0512178043473839
67,67,0.050149013736345
177,177,0.0498401533796646
1,1,0.0496904045160236
19,19,0.0496874369898096
141,141,0.049347947162787
60,60,0.0491094029893997
104,104,0.0487676974225877
22,22,0.0484860992028923
115,115,0.0480389564449593
105,105,0.0467616308118202
155,155,0.0467301164166073
178,178,0.0467133051194911
176,176,0.0466810526875488
29,29,0.0462709856346549
92,92,0.0453216127419696
76,76,0.0450996271754554
33,33,0.0450342567045405
169,169,0.0448150506961049
100,100,0.0446518055739173
116,116,0.0445248053777865
103,103,0.0441960133754619
91,91,0.0439210044712111
127,127,0.0435269009943791
15,15,0.0434307256821415
110,110,0.0433273257032317
150,150,0.0424355151797144
64,64,0.0419708549299059
121,121,0.0419637130274529
140,140,0.0414532253468799
41,41,0.0414018919800553
13,13,0.0411216065821687
14,14,0.0409441696491922
184,184,0.0407109947645231
39,39,0.0406300574655339
179,179,0.0399230673818584
70,70,0.0395757777455215
101,101,0.0386891725980351
6,6,0.0379654512568275
164,164,0.0377503829057343
97,97,0.037358402187635
157,157,0.0372110454861902
44,44,0.0369627105645984
173,173,0.0368489914759445
112,112,0.0361184119526558
28,28,0.0359296684594821
161,161,0.0349048724929565
109,109,0.0347938318293381
133,133,0.034747358327376
107,107,0.0335988446043381
99,99,0.0328036858376061
31,31,0.0308404449861178
59,59,0.0301184706443171
159,159,0.0300068284665832
71,71,0.0299759102866846
45,45,0.0292165231738103
136,136,0.0287115976629535
145,145,0.0286822875398
75,75,0.0276055914752437
12,12,0.0275483417936056
40,40,0.0271394414710096
9,9,0.0259033505840598
0,0,0.0240406797361312
11,11,0.0235339879102401
160,160,0.022542026083986
180,180,0.0219395597073666
174,174,0.0213297113523478
153,153,0.0192974748015382
49,49,0.019159674619533
17,17,0.017702140194398
36,36,0.0175661054953918
182,182,0.0170803453724514
132,132,0.016634683347021
120,120,0.0164385585095218
135,135,0.0163446613586396
5,5,0.0148470589857135
82,82,0.0147266745666668
10,10,0.0143644474619367
102,102,0.0125580919588083
98,98,0.0125131309542783
26,26,0.0096591414248097
34,34,0.0078985229695377
54,54,0.0077506394214321
