,Unnamed: 0,reward_estimate
134,134,14.423762858746056
137,137,8.47028595266192
47,47,7.695375016265541
147,147,6.420595687449728
138,138,4.422106234644276
148,148,3.44543428756605
144,144,3.0621303598860656
78,78,2.421559844189036
139,139,1.9863170315077403
53,53,1.72554827844919
154,154,1.0944752490588745
170,170,0.8543705017671854
65,65,0.8230420942872635
156,156,0.434709790834389
73,73,0.3655865310194972
175,175,0.3390416915297913
94,86,0.2727914113624438
86,86,0.2727914113624438
90,90,0.2276105962959874
75,75,0.0969518265407712
45,45,0.0941889975789727
166,166,0.0874271149043575
74,74,0.0839990561261567
12,12,0.0834358266119185
153,153,0.0832551637375713
16,16,0.0798821032905873
125,125,0.0782081681113479
180,180,0.0775898128018562
159,159,0.0747417971225455
26,26,0.0743877174464654
59,59,0.0743580740352854
51,51,0.0742709362150639
103,103,0.0740509792487778
171,171,0.0709528427283571
106,106,0.0691441809135429
164,164,0.0685760360706168
58,58,0.0685429174973622
79,79,0.0669619239861311
10,10,0.0666067579813771
80,80,0.0665549135770467
83,83,0.0657040988919909
60,60,0.0647836408900421
110,110,0.0645760868332347
15,15,0.0645356885514233
98,98,0.0644373768786761
18,18,0.0633037365895607
149,149,0.0632698382153872
57,57,0.0632503540060728
39,39,0.0630613223387939
62,62,0.0625741328754714
67,67,0.0624492927485942
168,168,0.0621366521344202
152,152,0.0620694418485883
48,48,0.061948599413737
124,124,0.0618568317390185
19,19,0.0617339152209211
68,68,0.0614781565983986
82,82,0.0613280772058316
185,185,0.0602580699161808
8,8,0.0600927957260413
141,141,0.05996920359137
169,169,0.0597510705529825
146,146,0.0595935475157494
4,4,0.0592196859439253
173,173,0.0586424984617904
111,111,0.0584301908648918
92,92,0.0581643475177339
93,93,0.0574119215686792
76,76,0.0570963259285954
81,81,0.0570312631124445
91,91,0.0569403996464362
87,87,0.0564719990817163
101,101,0.0563622205081339
0,0,0.0563568048116333
85,85,0.0560613587739952
127,127,0.0559807380304189
113,113,0.0559316137097484
172,172,0.055832609022468
95,95,0.0555227984933824
118,118,0.0549735220179498
77,77,0.0549317456977076
128,128,0.0547417582223867
35,35,0.0545140712108999
140,140,0.05445806783489
163,163,0.0544474587901345
116,116,0.0544349371717738
50,50,0.0536982750638014
165,165,0.0535202431118923
112,112,0.0530110102022399
122,122,0.0528374106338107
32,32,0.0526755384515645
72,72,0.052416015277197
167,167,0.0516551211301046
9,9,0.0515916727123466
7,7,0.0515286864513196
22,22,0.0514033256375664
14,14,0.0512755434944277
117,117,0.0511518032199727
130,130,0.0510856180352838
161,161,0.0504692108455583
42,42,0.0502564390160366
100,100,0.0502266752930041
142,142,0.0498127623078879
23,23,0.0495679959704037
160,160,0.0490703947812905
155,155,0.0487738178081957
84,84,0.0485632872586472
49,49,0.0483537345959315
157,157,0.0480002677742561
181,181,0.0465838375945515
3,3,0.0465722223886247
133,133,0.04636856455243
38,38,0.0454502021311671
115,115,0.0454318547678002
54,54,0.0452858499388071
97,97,0.0445193823716576
184,184,0.0443627666067848
29,29,0.0443138211540391
2,2,0.0440856193185477
64,64,0.0438665317426006
150,150,0.0436647000853465
88,88,0.0435053441329159
107,107,0.0434399544941741
30,30,0.0432992862749014
70,70,0.0431606448465727
13,13,0.0430168662627064
1,1,0.0422535126767359
123,123,0.0417821246034557
104,104,0.0416588274455268
99,99,0.0397419180642957
40,40,0.0395278904870141
109,109,0.0393850755292993
25,25,0.0391705778464781
69,69,0.0388554157606322
52,52,0.0386457622697358
31,31,0.0372736194980266
63,63,0.0359022278248995
71,71,0.0352642105045731
119,119,0.0347210329131411
179,179,0.0345990990191277
11,11,0.0338095226745606
55,55,0.0335245561265481
27,27,0.0334282059798688
37,37,0.03321884205222
43,43,0.0329459616602427
126,126,0.0320584760085608
135,135,0.0316098088549709
41,41,0.0314753782349075
108,108,0.0313783442501205
183,183,0.031210687047008
132,132,0.0307176987428109
145,145,0.0300949515549342
34,34,0.0296703200522952
20,20,0.0291628586342102
33,33,0.0280613847307322
6,6,0.0276968017528517
56,56,0.0275019199187297
120,120,0.0262377128340737
178,178,0.0256540191185102
89,89,0.0254606218387004
129,129,0.0250340661409836
114,114,0.0246123993549141
131,131,0.0245594334792719
21,21,0.0238700100988635
5,5,0.0238518775111299
162,162,0.0235188452744866
24,24,0.0233937764820343
143,143,0.0227064438721002
44,44,0.0226681724925306
121,121,0.0225845076500242
102,102,0.0220754246401097
182,182,0.0215947506776786
96,96,0.0215723422610159
61,61,0.0201227076894302
136,136,0.0182649259872049
174,174,0.0177954243850765
46,46,0.0168815313288883
28,28,0.0157432141467666
177,177,0.0143955058529236
105,105,0.0138658411090836
17,17,0.0133835274850823
151,151,0.0133382445091047
158,158,0.0106288847204147
66,66,0.007349213762253
36,36,0.0049263235655369
176,176,0.0029537057307227
