,Unnamed: 0,reward_estimate
139,139,2.232465060697637
47,47,11.500236408532537
53,53,2.508283024014162
80,80,2.472525476712635
90,90,2.8583052340787494
147,147,12.73168215644601
154,154,2.2290554355680414
148,148,1.0611320060465073
138,138,10.0079835490714486
86,86,0.7922393239348313
94,86,0.7922393239348313
65,65,0.5862562901929239
175,175,0.4810067354769716
170,170,0.305848157259159
183,183,0.2933271635294451
84,84,0.2357903775051427
18,18,0.0928137873150406
126,126,0.0923679954335042
152,152,0.0905413488063652
110,110,0.0873502864376956
2,2,0.0867313426833733
109,109,0.0830602073964155
19,19,0.0822042144057489
104,104,0.0806076886803526
62,62,0.0795196877900752
11,11,0.0793786073531427
8,8,0.079087067312614
10,10,0.0788884934434593
36,36,0.0781515525195163
181,181,0.0778941306871681
107,107,0.0772331788506784
150,150,0.077009207378845
100,100,0.0770070979965256
127,127,0.075921159923616
101,101,0.0753064213482145
106,106,0.0742130975648938
12,12,0.0729683820159686
14,14,0.0726951329891662
95,95,0.0722675317354312
3,3,0.0718644978099006
171,171,0.0717219522407008
49,49,0.0717131468848948
1,1,0.071705486802114
17,17,0.0710064453133402
102,102,0.0708239366202065
20,20,0.0705473405033668
115,115,0.0704338380199054
98,98,0.0698453276230257
172,172,0.0698143518208879
23,23,0.0697062566483534
26,26,0.0696000870288217
39,39,0.067841002281953
174,174,0.0675964186037201
27,27,0.0672071022111583
164,164,0.0668275099833499
166,166,0.0667159991529288
32,32,0.0649959534001798
122,122,0.0642558313818627
79,79,0.0639446978679846
13,13,0.0617006687010065
38,38,0.0614069648697175
177,177,0.0614042819318886
160,160,0.060582298942457
83,83,0.0601383960861594
112,112,0.0600852875516809
96,96,0.0597047680487396
73,73,0.0594303716601886
16,16,0.059296357349681
57,57,0.0590254863361768
81,81,0.0589157726393615
48,48,0.0589157465037863
105,105,0.0588044731915986
69,69,0.0587435727089051
167,167,0.0581528407732171
132,132,0.0578186202768371
135,135,0.0577029904134409
63,63,0.0575856101167507
92,92,0.0572932737351242
124,124,0.0571537474823314
22,22,0.0566034255417293
61,61,0.0562942611847764
163,163,0.0561847801814706
34,34,0.055989264843719
7,7,0.0556681889916607
29,29,0.0555204327110193
117,117,0.0555010722925497
82,82,0.0553752705493585
40,40,0.0552028294380196
113,113,0.0549287325347667
24,24,0.0548154726622129
162,162,0.0545102126273734
58,58,0.0533344579753959
42,42,0.053008184906178
59,59,0.0529070167181187
125,125,0.0525625467444356
93,93,0.0524644891060795
37,37,0.0523094677983017
155,155,0.0513207509606764
141,141,0.0502117087411615
145,145,0.0491110729316834
72,72,0.0489009356258812
75,75,0.0488446360955443
68,68,0.0487516018395252
156,156,0.0486302025982559
5,5,0.0485699525564629
76,76,0.0480568341159807
131,131,0.0478757331720487
46,46,0.0477059007951894
108,108,0.0476718424438261
176,176,0.0474597295848744
182,182,0.0473743506149482
71,71,0.0473616461752432
44,44,0.0473018975735052
173,173,0.047096284669651
111,111,0.0470499003449758
56,56,0.0466029541288344
136,136,0.0453436140601812
159,159,0.0453360038824022
33,33,0.0450571503735207
64,64,0.0449573653012208
121,121,0.0441002295327818
184,184,0.0440518009319581
60,60,0.043489052201284
169,169,0.0428914616370154
35,35,0.0424091460694365
168,168,0.0412486607498729
153,153,0.0407711800906601
45,45,0.0402379012555361
41,41,0.0400182460089831
140,140,0.039212173241521
50,50,0.0389589486900376
146,146,0.038922468447089
52,52,0.0387535516702736
0,0,0.0386961784982723
165,165,0.038252792025238
149,149,0.0378630021077357
54,54,0.0377670053866127
85,85,0.0368925298175935
74,74,0.0365562480218005
21,21,0.0361454590127519
151,151,0.0360894865352578
25,25,0.0359250953549168
55,55,0.0358087931479125
30,30,0.0357656816269383
178,178,0.0356265731265856
134,134,14.0354826862464643
97,97,0.0354090658738613
28,28,0.0352877433950263
180,180,0.0345432335283107
123,123,0.0343680378054939
78,78,0.0343197319934633
142,142,0.0341624217932163
114,114,0.0341394716077142
118,118,0.0339860806765715
161,161,0.0336501207709215
15,15,0.0336371736898547
99,99,0.0320827357310954
51,51,0.0317684238084355
88,88,0.0308646332413298
89,89,0.0303062710956171
133,133,0.0295304670860492
144,144,0.0292221868869313
77,77,0.0286768440660911
70,70,0.0282391071967812
6,6,0.0277757342509305
129,129,0.0275095240409851
128,128,0.0262425390453163
91,91,0.0247383902688105
87,87,0.024618951622342
119,119,0.0233559941232401
31,31,0.0231557921278972
120,120,0.0229323956457613
158,158,0.0213287137635102
9,9,0.0212407357783644
116,116,0.0204580996759868
157,157,0.0201735681751053
66,66,0.0178295919907876
143,143,0.0178066945196765
43,43,0.0172836661202245
130,130,0.0168293579686323
179,179,0.0151055686699765
185,185,0.0148948545650011
103,103,0.0143712486989046
67,67,0.0130643812216659
4,4,0.0070311947389171
137,137,0.0032998904835161
