,Unnamed: 0,reward_estimate
147,147,14.607163250504554
138,138,11.755909300197777
134,134,14.440419852926414
148,148,4.264893994734004
65,65,2.9256748055456328
90,90,2.4189308715939406
53,53,2.2453478256606507
47,47,18.0675950334536277
80,80,1.7642761933418636
78,78,1.5652991772641385
156,156,0.8157834352643126
180,180,0.4491186207055243
139,139,0.0991863444632526
164,164,0.0983631975465093
152,152,0.0954191848844539
171,171,0.094564507413097
166,166,0.0942767649039132
111,111,0.0929794424136592
44,44,0.08832505288845
89,89,0.087007114677957
128,128,0.0865639955132297
23,23,0.0848473618339187
108,108,0.0844457839287094
119,119,0.0844086705604254
163,163,0.0843466161031729
151,151,0.0837254995951377
153,153,0.0835200874121535
70,70,0.0817073498486411
102,102,0.0797057756867902
2,2,0.0783249466718645
33,33,0.0775414005077386
85,85,0.0771783980048395
117,117,0.0752632266776389
17,17,0.0749439105988123
60,60,0.0740798727918634
92,92,0.0735932995901909
15,15,0.0731794106193826
181,181,0.0731596811865738
13,13,0.0731115788494209
86,86,0.0730527060728617
94,86,0.0730527060728617
87,87,0.0722530468418624
130,130,0.0721192718682829
161,161,0.0691202122574091
129,129,0.0689744034702922
160,160,0.0687299698275029
63,63,0.068261302580752
165,165,0.0674517825296496
0,0,0.0673500388022862
110,110,0.066921907906567
112,112,0.0665588097075394
73,73,0.0663046869803596
38,38,0.0660419219352501
18,18,0.0659286646888937
124,124,0.0657145906161357
114,114,0.0649894482701697
135,135,0.064490286277564
45,45,0.0641889112135709
133,133,0.0633745067097808
14,14,0.0627846206263079
174,174,0.062636210447544
50,50,0.0625026814696082
68,68,0.0617877862979597
175,175,0.0608887724415233
1,1,0.0603443154216982
127,127,0.058673973010535
101,101,0.0586122580031136
184,184,0.0582494914798934
82,82,0.0567335465861079
154,154,0.0564339987889983
26,26,0.0561511961544294
46,46,0.0555371729136101
118,118,0.055107327605177
74,74,0.0549487897393113
131,131,0.0548054329976952
179,179,0.0546022576786688
55,55,0.0539875238685773
100,100,0.0538412282372912
103,103,0.0534918007600121
99,99,0.0533055348469511
64,64,0.053274545074342
83,83,0.0530654269600655
72,72,0.0529459839850593
37,37,0.0529272639737978
3,3,0.0528914570274233
125,125,0.0524688146359116
105,105,0.0513736450195478
52,52,0.0513341189081823
51,51,0.0512243083267958
168,168,0.0510386684411378
170,170,0.0507291976050437
88,88,0.0506078160090699
149,149,0.0502024832906348
71,71,0.0500078138021172
162,162,0.0497898847778219
8,8,0.0494848490098896
20,20,0.049250162801584
36,36,0.0489846096743793
176,176,0.0488180524699861
123,123,0.0487734153465245
40,40,0.0486961645348492
177,177,0.0486792767729341
96,96,0.0482566383884376
27,27,0.0482279749545193
66,66,0.0480799868403784
107,107,0.0476528083994195
158,158,0.0473330467628607
21,21,0.0467235724831496
29,29,0.046621264139483
35,35,0.0464791033040127
41,41,0.0460795502305948
61,61,0.0454437526019152
58,58,0.0453767357291142
43,43,0.045282082582873
75,75,0.045052059906808
9,9,0.0445922109451606
49,49,0.044565429474398
115,115,0.0445473829702885
79,79,0.0445435575037195
113,113,0.0444190734059504
81,81,0.0435779688708428
5,5,0.0424276719517129
10,10,0.0424253774334404
84,84,0.0420445765564376
67,67,0.0419409508266914
42,42,0.0418255529461544
185,185,0.0413646230381564
155,155,0.0410991183104438
169,169,0.0410297709340109
91,91,0.0402000295513178
172,172,0.0398665408496012
109,109,0.039078550242618
24,24,0.0382644867117316
34,34,0.0380530410984659
173,173,0.0376971282356103
146,146,0.0376661587663024
31,31,0.0371946096031027
182,182,0.0370215472791899
132,132,0.0368482343229568
121,121,0.0365031381847452
56,56,0.0360324706440595
12,12,0.0357649989744773
59,59,0.0354476345332094
95,95,0.0353157390395599
159,159,0.0350844847267571
143,143,0.0346516565964987
98,98,0.0341804255466543
11,11,0.0339267825274903
25,25,0.0329775929374923
126,126,0.0328296489861138
97,97,0.0325237732190482
145,145,0.0321772558430383
93,93,0.0320452099252626
104,104,0.030308620644646
106,106,0.0301916542132549
120,120,0.0295972351363118
136,136,0.0294267814100799
69,69,0.0293027925282452
7,7,0.0289995558589075
30,30,0.028980082859752
6,6,0.0277468301375464
77,77,0.0273610936620564
76,76,0.0272650246665194
122,122,0.0271722488936416
16,16,0.0263672695637919
140,140,0.0259715336976073
157,157,0.0255131370358703
116,116,0.0249079020588585
183,183,0.0237579275208043
150,150,0.0233824367579074
19,19,0.0231334918432417
62,62,0.0225667995829197
48,48,0.0223367192138809
142,142,0.0222082016564177
144,144,0.0186371777912645
57,57,0.0177951710865766
39,39,0.0170645454233984
22,22,0.0169371280618768
137,137,0.0167358332485891
54,54,0.0145567925837897
167,167,0.0133154437525188
178,178,0.0107496934085446
32,32,0.0087637286814807
141,141,0.0066811557812333
4,4,0.0044987462427834
28,28,0.0015631257014449
