boundary_patch_id,reward,penalty
1,0.0,-0.0
2,0.0,-0.0
3,0.0,-0.0
4,0.0,-0.0
5,0.0,-0.0
6,0.0,-0.0
7,0.0,-0.0
8,0.0,-0.0
9,0.0,-0.0
10,0.0,-0.0
11,0.0,-0.0
12,0.006192720867633119,-0.006192720867633119
13,0.0,-0.0
14,0.0014432500476291217,-0.0014432500476291217
15,0.03221692230550663,-0.03221692230550663
16,0.009217023992220382,-0.009217023992220382
17,0.0,-0.0
18,0.008263974033654796,-0.008263974033654796
19,0.0,-0.0
20,3.109042052715795e-05,-3.109042052715795e-05
21,0.0,-0.0
22,0.0019439694519086128,-0.0019439694519086128
23,0.02369090044169436,-0.02369090044169436
24,0.019509121999511436,-0.019509121999511436
25,0.0017298429466238259,-0.0017298429466238259
26,0.3203720564910603,-0.3203720564910603
27,0.13805549289420257,-0.13805549289420257
28,0.0,-0.0
29,0.0018955806019152167,-0.0018955806019152167
30,0.004761275829301903,-0.004761275829301903
31,0.0,-0.0
32,0.0006493923926649983,-0.0006493923926649983
33,0.0,-0.0
34,0.15308759433780325,-0.15308759433780325
35,0.0,-0.0
36,0.014896752921155394,-0.014896752921155394
37,0.0,-0.0
38,0.0,-0.0
39,0.001623480981662496,-0.001623480981662496
40,0.0,-0.0
41,0.0,-0.0
42,0.06642667043803598,-0.06642667043803598
43,0.0,-0.0
44,0.0,-0.0
45,0.0,-0.0
46,0.0,-0.0
47,0.0,-0.0
48,0.0,-0.0
49,3.599943429460394e-05,-3.599943429460394e-05
50,0.0,-0.0
51,0.0,-0.0
52,0.0,-0.0
53,0.0,-0.0
54,0.3085118792289108,-0.3085118792289108
55,0.0,-0.0
56,0.0,-0.0
57,0.0,-0.0
58,0.0,-0.0
59,0.0,-0.0
60,0.0,-0.0
61,0.0004600447187777958,-0.0004600447187777958
62,0.0,-0.0
63,0.0019285411229252112,-0.0019285411229252112
64,0.0,-0.0
65,0.0,-0.0
66,0.0,-0.0
67,0.0,-0.0
68,0.0,-0.0
69,0.0,-0.0
70,0.0,-0.0
71,0.0,-0.0
72,0.0,-0.0
