boundary_patch_id,reward,penalty
0,0.0,-0.0
1,0.0,-0.0
2,0.0,-0.0
3,0.0,-0.0
4,0.0,-0.0
5,0.0,-0.0
6,0.0,-0.0
7,0.0,-0.0
8,0.0,-0.0
9,0.0,-0.0
10,0.0,-0.0
11,0.0,-0.0
12,0.0,-0.0
13,0.0,-0.0
14,0.0,-0.0
15,0.0,-0.0
16,0.0,-0.0
17,0.0,-0.0
18,0.017857142857142856,-0.017857142857142856
19,0.0,-0.0
20,0.0,-0.0
21,0.017857142857142856,-0.017857142857142856
22,0.07142857142857142,-0.07142857142857142
23,0.25,-0.25
24,0.0,-0.0
25,0.0,-0.0
26,0.08928571428571429,-0.08928571428571429
27,0.07142857142857142,-0.07142857142857142
28,0.21428571428571427,-0.21428571428571427
29,0.017857142857142856,-0.017857142857142856
30,0.2857142857142857,-0.2857142857142857
31,0.017857142857142856,-0.017857142857142856
32,0.05357142857142857,-0.05357142857142857
33,0.07142857142857142,-0.07142857142857142
34,0.0,-0.0
35,0.25,-0.25
36,0.017857142857142856,-0.017857142857142856
37,0.08928571428571429,-0.08928571428571429
38,0.017857142857142856,-0.017857142857142856
39,0.0,-0.0
40,0.0,-0.0
41,0.07142857142857142,-0.07142857142857142
42,0.017857142857142856,-0.017857142857142856
43,0.0,-0.0
44,0.32142857142857145,-0.32142857142857145
45,0.14285714285714285,-0.14285714285714285
46,0.21428571428571427,-0.21428571428571427
47,0.25,-0.25
48,0.0,-0.0
49,0.32142857142857145,-0.32142857142857145
50,0.03571428571428571,-0.03571428571428571
51,0.03571428571428571,-0.03571428571428571
52,0.0,-0.0
53,0.0,-0.0
54,0.4107142857142857,-0.4107142857142857
55,0.0,-0.0
56,0.017857142857142856,-0.017857142857142856
57,0.03571428571428571,-0.03571428571428571
58,0.0,-0.0
59,0.0,-0.0
60,0.0,-0.0
61,0.0,-0.0
62,0.0,-0.0
63,0.0,-0.0
64,0.25,-0.25
65,0.0,-0.0
66,0.017857142857142856,-0.017857142857142856
67,0.0,-0.0
68,0.0,-0.0
69,0.0,-0.0
70,0.0,-0.0
71,0.0,-0.0
72,0.0,-0.0
73,0.0,-0.0
74,0.0,-0.0
75,0.0,-0.0
76,0.017857142857142856,-0.017857142857142856
77,0.32142857142857145,-0.32142857142857145
78,0.0,-0.0
79,0.0,-0.0
80,0.017857142857142856,-0.017857142857142856
81,0.017857142857142856,-0.017857142857142856
82,0.017857142857142856,-0.017857142857142856
83,0.0,-0.0
84,0.0,-0.0
85,0.0,-0.0
86,0.0,-0.0
87,0.0,-0.0
88,0.0,-0.0
89,0.0,-0.0
90,0.21428571428571427,-0.21428571428571427
91,0.017857142857142856,-0.017857142857142856
92,0.0,-0.0
93,0.0,-0.0
94,0.0,-0.0
95,0.0,-0.0
96,0.0,-0.0
97,0.10714285714285714,-0.10714285714285714
98,0.125,-0.125
99,0.0,-0.0
100,0.0,-0.0
101,0.017857142857142856,-0.017857142857142856
102,0.0,-0.0
103,0.0,-0.0
104,0.0,-0.0
105,0.26785714285714285,-0.26785714285714285
106,0.0,-0.0
107,0.0,-0.0
108,0.0,-0.0
109,0.0,-0.0
110,0.0,-0.0
111,0.0,-0.0
112,0.0,-0.0
113,0.0,-0.0
114,0.0,-0.0
115,0.0,-0.0
116,0.0,-0.0
117,0.0,-0.0
118,0.0,-0.0
119,0.0,-0.0
120,0.0,-0.0
121,0.0,-0.0
122,0.017857142857142856,-0.017857142857142856
123,0.0,-0.0
124,0.0,-0.0
125,0.0,-0.0
126,0.0,-0.0
127,0.0,-0.0
128,0.0,-0.0
129,0.0,-0.0
130,0.0,-0.0
131,0.0,-0.0
132,0.0,-0.0
133,0.0,-0.0
134,0.0,-0.0
135,0.017857142857142856,-0.017857142857142856
136,0.0,-0.0
137,0.0,-0.0
138,0.0,-0.0
139,0.0,-0.0
140,0.0,-0.0
141,0.0,-0.0
142,0.05357142857142857,-0.05357142857142857
143,0.0,-0.0
144,0.03571428571428571,-0.03571428571428571
145,0.03571428571428571,-0.03571428571428571
146,0.0,-0.0
147,0.05357142857142857,-0.05357142857142857
148,0.0,-0.0
149,0.0,-0.0
150,0.0,-0.0
151,0.03571428571428571,-0.03571428571428571
152,0.0,-0.0
153,0.5,-0.5
154,0.0,-0.0
155,0.0,-0.0
156,0.0,-0.0
157,0.0,-0.0
158,0.017857142857142856,-0.017857142857142856
159,0.375,-0.375
160,0.017857142857142856,-0.017857142857142856
161,0.0,-0.0
162,0.0,-0.0
163,0.0,-0.0
164,0.017857142857142856,-0.017857142857142856
165,0.0,-0.0
166,0.03571428571428571,-0.03571428571428571
167,0.0,-0.0
168,0.0,-0.0
169,0.30357142857142855,-0.30357142857142855
170,0.0,-0.0
171,0.0,-0.0
172,0.03571428571428571,-0.03571428571428571
173,0.0,-0.0
174,0.0,-0.0
175,0.0,-0.0
176,0.0,-0.0
177,0.05357142857142857,-0.05357142857142857
178,0.0,-0.0
179,0.0,-0.0
180,0.05357142857142857,-0.05357142857142857
181,0.017857142857142856,-0.017857142857142856
182,0.0,-0.0
183,0.017857142857142856,-0.017857142857142856
184,0.03571428571428571,-0.03571428571428571
185,0.0,-0.0
186,0.017857142857142856,-0.017857142857142856
187,0.0,-0.0
188,0.0,-0.0
189,0.0,-0.0
190,0.0,-0.0
191,0.0,-0.0
192,0.017857142857142856,-0.017857142857142856
193,0.0,-0.0
194,0.05357142857142857,-0.05357142857142857
195,0.017857142857142856,-0.017857142857142856
196,0.03571428571428571,-0.03571428571428571
197,0.0,-0.0
198,0.0,-0.0
199,0.0,-0.0
200,0.0,-0.0
201,0.017857142857142856,-0.017857142857142856
202,0.05357142857142857,-0.05357142857142857
203,0.0,-0.0
204,0.0,-0.0
205,0.0,-0.0
206,0.05357142857142857,-0.05357142857142857
207,0.0,-0.0
208,0.0,-0.0
209,0.0,-0.0
210,0.0,-0.0
211,0.0,-0.0
212,0.0,-0.0
213,0.0,-0.0
214,0.0,-0.0
215,0.0,-0.0
216,0.0,-0.0
217,0.0,-0.0
218,0.017857142857142856,-0.017857142857142856
219,0.0,-0.0
220,0.0,-0.0
221,0.0,-0.0
222,0.0,-0.0
223,0.017857142857142856,-0.017857142857142856
224,0.017857142857142856,-0.017857142857142856
225,0.0,-0.0
226,0.07142857142857142,-0.07142857142857142
227,0.0,-0.0
228,0.0,-0.0
229,0.0,-0.0
230,0.0,-0.0
231,0.0,-0.0
232,0.0,-0.0
233,0.0,-0.0
234,0.0,-0.0
235,0.0,-0.0
236,0.0,-0.0
237,0.017857142857142856,-0.017857142857142856
238,0.0,-0.0
239,0.017857142857142856,-0.017857142857142856
240,0.0,-0.0
241,0.0,-0.0
242,0.0,-0.0
243,0.017857142857142856,-0.017857142857142856
244,0.0,-0.0
245,0.0,-0.0
246,0.0,-0.0
247,0.017857142857142856,-0.017857142857142856
248,0.0,-0.0
249,0.03571428571428571,-0.03571428571428571
250,0.0,-0.0
251,0.0,-0.0
252,0.0,-0.0
253,0.0,-0.0
254,0.017857142857142856,-0.017857142857142856
255,0.0,-0.0
256,0.0,-0.0
257,0.0,-0.0
258,0.0,-0.0
259,0.0,-0.0
260,0.0,-0.0
261,0.0,-0.0
262,0.0,-0.0
263,0.0,-0.0
264,0.017857142857142856,-0.017857142857142856
265,0.03571428571428571,-0.03571428571428571
266,0.0,-0.0
267,0.0,-0.0
268,0.03571428571428571,-0.03571428571428571
269,0.0,-0.0
270,0.0,-0.0
271,0.0,-0.0
272,0.017857142857142856,-0.017857142857142856
273,0.0,-0.0
274,0.017857142857142856,-0.017857142857142856
275,0.0,-0.0
276,0.0,-0.0
277,0.0,-0.0
278,0.0,-0.0
279,0.0,-0.0
280,0.0,-0.0
281,0.0,-0.0
282,0.017857142857142856,-0.017857142857142856
283,0.0,-0.0
284,0.0,-0.0
285,0.0,-0.0
286,0.0,-0.0
287,0.0,-0.0
288,0.0,-0.0
289,0.0,-0.0
290,0.0,-0.0
291,0.0,-0.0
292,0.0,-0.0
293,0.0,-0.0
294,0.0,-0.0
295,0.0,-0.0
296,0.0,-0.0
297,0.0,-0.0
298,0.0,-0.0
299,0.0,-0.0
300,0.0,-0.0
301,0.0,-0.0
302,0.0,-0.0
303,0.0,-0.0
304,0.0,-0.0
305,0.0,-0.0
306,0.0,-0.0
307,0.0,-0.0
308,0.0,-0.0
309,0.0,-0.0
310,0.017857142857142856,-0.017857142857142856
311,0.0,-0.0
312,0.0,-0.0
313,0.0,-0.0
314,0.0,-0.0
