,file_path,length_rank,fitness_rank
94,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/8d5d835c-64da-456e-83e5-b4b0833dc833/output_files/agent_data.csv,1.0,88.0
68,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/7f229930-c6dc-4254-9741-51f0bb907ef9/output_files/agent_data.csv,1.0,89.0
158,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/3d57b5eb-9ad0-4ca4-bbd2-6a1b1c1c8229/output_files/agent_data.csv,1.0,90.0
256,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/e2e4e7f8-f981-4599-b1ae-042af1f4116e/output_files/agent_data.csv,1.0,91.0
57,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/9fd35db7-0b0c-42a0-944f-34936495e04b/output_files/agent_data.csv,1.0,92.0
219,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/3a75ce7d-6f15-474f-8928-54c8ad1ddc85/output_files/agent_data.csv,1.0,93.0
93,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/8a505c96-2b03-4ccd-b0b0-ea8a222963f2/output_files/agent_data.csv,1.0,94.0
195,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/22cf0e27-cea9-4e84-813a-8f67756972ee/output_files/agent_data.csv,1.0,95.0
81,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/5ec5fef3-ddd6-4f6d-9384-8ecfcc7c1b0e/output_files/agent_data.csv,1.0,96.0
130,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/92a725ca-c7d4-4bdb-9dd2-20b5beed0ba6/output_files/agent_data.csv,1.0,97.0
232,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/8e004607-6323-4eef-8853-050167d59f3e/output_files/agent_data.csv,1.0,98.0
152,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/ddcdf04b-a4c9-47cf-8e7b-4a617ea60ec0/output_files/agent_data.csv,1.0,99.0
140,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/4a9388f7-e67f-43a9-872f-c95326748342/output_files/agent_data.csv,1.0,100.0
36,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/96d41472-ec43-4139-afeb-d472b5d1b17d/output_files/agent_data.csv,1.0,101.0
21,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/70ecbe14-0ca5-4fdb-997d-544798f25123/output_files/agent_data.csv,1.0,102.0
253,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/f03a48a7-e39a-4365-81cb-fd4c36f25b4e/output_files/agent_data.csv,1.0,103.0
149,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/9b8d2933-4c56-416c-adcb-3bb8c6a3964a/output_files/agent_data.csv,1.0,104.0
88,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/3a8534de-f3a2-4e5f-93aa-20e21043ab4f/output_files/agent_data.csv,1.0,105.0
116,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/9e5e3619-87c9-4843-b6b0-7e5e6d7e6a41/output_files/agent_data.csv,1.0,106.0
170,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/c29ff1b9-c189-49e7-8b89-e31c01a480c1/output_files/agent_data.csv,1.0,107.0
113,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/9954a8a0-efec-41d5-93bd-49f27c0e0267/output_files/agent_data.csv,1.0,108.0
103,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/e90840e2-f26e-45e4-9919-8451f06831c2/output_files/agent_data.csv,1.0,109.0
264,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/6c68d3b4-620f-4132-a0b0-e449d7d2e84b/output_files/agent_data.csv,1.0,110.0
207,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/315180a8-05d8-4b42-a191-e7aed18500c2/output_files/agent_data.csv,1.0,111.0
163,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/ed2c753f-bc74-4440-81c8-c8da104f92b7/output_files/agent_data.csv,1.0,112.0
156,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/281390e0-795c-4675-bb9f-8ec9ba90d0e6/output_files/agent_data.csv,1.0,113.0
72,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/fe4c58d2-0f60-4f7f-ba60-c2c759b7946e/output_files/agent_data.csv,1.0,114.0
75,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/14493a95-2af7-4434-b959-868c5c5c8b66/output_files/agent_data.csv,1.0,115.0
55,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/7fc214a8-44d9-49ce-8f65-85dc7488c87c/output_files/agent_data.csv,1.0,116.0
11,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/fff17419-caee-4409-a1ac-ddcd019c75f1/output_files/agent_data.csv,1.0,117.0
178,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/c19c68c1-f33c-4393-b7c3-684315abf846/output_files/agent_data.csv,1.0,118.0
41,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/997e5660-6f05-4812-9bf3-35cb59721489/output_files/agent_data.csv,1.0,119.0
206,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/b7b7a8ba-652c-400d-9ef9-cf27b4cd9987/output_files/agent_data.csv,1.0,120.0
71,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/8766ea21-f50d-44f5-9f97-292683686123/output_files/agent_data.csv,1.0,121.0
169,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/adeb4e2d-9683-4306-b68b-f2ad4d9ae49a/output_files/agent_data.csv,1.0,122.0
239,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/b000b709-f3eb-4504-b43d-1285f555bd92/output_files/agent_data.csv,1.0,123.0
241,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/81653bca-3445-4bdc-a1e9-0e67a99e2ae5/output_files/agent_data.csv,1.0,124.0
38,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/aff7a766-244f-45cf-a3fa-aba111605e93/output_files/agent_data.csv,1.0,125.0
4,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/dc1bbf2c-1640-40f5-bea9-0ccdbeb82771/output_files/agent_data.csv,1.0,126.0
174,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/b9d93975-cbe7-4666-b303-540aa1340bd5/output_files/agent_data.csv,1.0,127.0
52,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/421ae312-42c8-4760-8262-f0c32d28d922/output_files/agent_data.csv,1.0,128.0
62,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/5af2f008-b9b7-4b54-902b-b9206d13bc74/output_files/agent_data.csv,1.0,129.0
127,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/a52cbbe6-1eea-4543-8681-202b89cad194/output_files/agent_data.csv,1.0,130.0
128,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/97f58f29-d94a-43b3-ad6c-1f159aef5f61/output_files/agent_data.csv,1.0,131.0
176,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/0fd3a46f-1fd5-4c4b-808b-7bdef83ec2be/output_files/agent_data.csv,1.0,132.0
90,/home2/anjali/GitHub/abm-elephant-project/model_runs/exploratory-search-ID-01/latitude-1049237-longitude-8570917/solitary_bulls/landscape-food-probability-forest-0.1-cropland-0.1/water-holes-within-landscape-0.0/random-memory-matrix-model/num_days_agent_survives_in_deprivation-10/maximum-food-in-a-forest-cell-10/thermoregulation-threshold-temperature-28/threshold_days_of_food_deprivation-0/threshold_days_of_water_deprivation-3/slope_tolerance-30/num_days_agent_survives_in_deprivation-10/elephant_aggression_value_0.8/2010/Jul/ee32f818-1372-4d83-aa6f-583962d763f5/output_files/agent_data.csv,1.0,133.0
