AgentID,longitude,latitude,mode,food_consumed,visit_water_source,target_present,target_lon,target_lat,target_name
bull_0,8571312.360406002,1042607.1266485305,TargetedWalk,0,True,False,,,
bull_0,8571312.360406002,1042607.1266485305,RandomWalk,0,True,False,,,
bull_0,8571312.360406002,1042607.1266485305,RandomWalk,0,True,False,,,
bull_0,8571312.360406002,1042607.1266485305,ForagingMode,0,True,True,8571695.447814316,1042670.8914274208,food
bull_0,8571343.3690629,1042607.1266485305,ForagingMode,15.0,True,True,8571695.447814316,1042670.8914274208,food
bull_0,8571374.377719799,1042607.1266485305,ForagingMode,37.0,True,True,8571695.447814316,1042670.8914274208,food
bull_0,8571405.386376698,1042607.1266485305,ForagingMode,58.0,True,True,8571695.447814316,1042670.8914274208,food
bull_0,8571436.395033596,1042607.1266485305,ForagingMode,69.0,True,True,8571695.447814316,1042670.8914274208,food
bull_0,8571467.403690495,1042607.1266485305,ForagingMode,96.0,True,True,8571695.447814316,1042670.8914274208,food
bull_0,8571498.412347393,1042607.1266485305,ForagingMode,96.0,True,True,8571695.447814316,1042670.8914274208,food
bull_0,8571529.421004292,1042607.1266485305,ForagingMode,97.0,True,True,8571695.447814316,1042670.8914274208,food
bull_0,8571560.42966119,1042607.1266485305,ForagingMode,125.0,True,True,8571695.447814316,1042670.8914274208,food
bull_0,8571560.42966119,1042607.1266485305,RandomWalk,125.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571591.438318089,1042638.1353054293,ForagingMode,150.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571622.446974987,1042638.1353054293,ForagingMode,166.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571653.455631886,1042669.1439623282,ForagingMode,166.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571653.455631886,1042669.1439623282,RandomWalk,166.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571653.455631886,1042669.1439623282,RandomWalk,166.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571653.455631886,1042669.1439623282,RandomWalk,166.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571653.455631886,1042669.1439623282,RandomWalk,166.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571653.455631886,1042669.1439623282,RandomWalk,166.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571653.455631886,1042669.1439623282,RandomWalk,166.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571653.455631886,1042669.1439623282,RandomWalk,166.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571653.455631886,1042669.1439623282,RandomWalk,166.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571653.455631886,1042669.1439623282,RandomWalk,166.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571653.455631886,1042669.1439623282,RandomWalk,166.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571653.455631886,1042669.1439623282,RandomWalk,166.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571653.455631886,1042669.1439623282,RandomWalk,166.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571684.464288784,1042669.1439623282,ForagingMode,176.0,True,True,8571695.447814316,1042670.8914274208,
bull_0,8571684.464288784,1042669.1439623282,RandomWalk,176.0,True,False,,,
bull_0,8571684.464288784,1042669.1439623282,RandomWalk,176.0,True,False,,,
bull_0,8571684.464288784,1042669.1439623282,RandomWalk,176.0,True,False,,,
bull_0,8571684.464288784,1042669.1439623282,RandomWalk,176.0,True,False,,,
bull_0,8571684.464288784,1042669.1439623282,RandomWalk,176.0,True,False,,,
bull_0,8571684.464288784,1042669.1439623282,RandomWalk,176.0,True,False,,,
bull_0,8571684.464288784,1042669.1439623282,RandomWalk,176.0,True,False,,,
bull_0,8571684.464288784,1042669.1439623282,RandomWalk,176.0,True,False,,,
bull_0,8571684.464288784,1042669.1439623282,RandomWalk,176.0,True,False,,,
bull_0,8571684.464288784,1042669.1439623282,RandomWalk,176.0,True,False,,,
bull_0,8571684.464288784,1042669.1439623282,RandomWalk,176.0,True,False,,,
bull_0,8571684.464288784,1042669.1439623282,RandomWalk,176.0,True,False,,,
bull_0,8571684.464288784,1042669.1439623282,RandomWalk,176.0,True,False,,,
bull_0,8571684.464288784,1042669.1439623282,ForagingMode,176.0,True,True,8571881.499755709,1042732.9087412185,food
bull_0,8571715.472945683,1042669.1439623282,ForagingMode,186.0,True,True,8571881.499755709,1042732.9087412185,food
bull_0,8571746.481602581,1042669.1439623282,ForagingMode,204.0,True,True,8571881.499755709,1042732.9087412185,food
bull_0,8571777.49025948,1042700.1526192271,ForagingMode,214.0,True,True,8571881.499755709,1042732.9087412185,food
bull_0,8571808.498916378,1042700.1526192271,ForagingMode,231.0,True,True,8571881.499755709,1042732.9087412185,food
bull_0,8571839.507573277,1042731.1612761259,ForagingMode,233.0,True,True,8571881.499755709,1042732.9087412185,food
bull_0,8571870.516230175,1042731.1612761259,ForagingMode,244.0,True,True,8571881.499755709,1042732.9087412185,food
bull_0,8571870.516230175,1042731.1612761259,RandomWalk,244.0,True,False,,,food
bull_0,8571870.516230175,1042731.1612761259,RandomWalk,244.0,True,False,,,
bull_0,8571870.516230175,1042731.1612761259,RandomWalk,244.0,True,False,,,
bull_0,8571870.516230175,1042731.1612761259,RandomWalk,244.0,True,False,,,
bull_0,8571870.516230175,1042731.1612761259,RandomWalk,244.0,True,False,,,
bull_0,8571870.516230175,1042731.1612761259,RandomWalk,244.0,True,False,,,
bull_0,8571870.516230175,1042731.1612761259,RandomWalk,244.0,True,False,,,
