Step,longitude,latitude,timestamp,t
1260,77.04556403841991,9.378609766931042,2010-01-05 09:00:00,2010-01-05 09:00:00
1270,77.04640203987425,9.377905175037151,2010-01-05 09:50:00,2010-01-05 09:50:00
1280,77.04874538425197,9.375876609019336,2010-01-05 10:40:00,2010-01-05 10:40:00
1290,77.04930859738708,9.374637891753206,2010-01-05 11:30:00,2010-01-05 11:30:00
1300,77.04986579161887,9.374125065234796,2010-01-05 12:20:00,2010-01-05 12:20:00
1310,77.04967774829586,9.373268616419429,2010-01-05 13:10:00,2010-01-05 13:10:00
1320,77.04782439271389,9.373579814986035,2010-01-05 14:00:00,2010-01-05 14:00:00
1330,77.04651249651933,9.374388673205022,2010-01-05 14:50:00,2010-01-05 14:50:00
1340,77.04721302851917,9.37509473792036,2010-01-05 15:40:00,2010-01-05 15:40:00
1350,77.04714432452255,9.37532038304008,2010-01-05 16:30:00,2010-01-05 16:30:00
1360,77.04533109174879,9.3742103485327,2010-01-05 17:20:00,2010-01-05 17:20:00
1370,77.04361663406603,9.372862878341396,2010-01-05 18:10:00,2010-01-05 18:10:00
1380,77.04194912742865,9.371782608127242,2010-01-05 19:00:00,2010-01-05 19:00:00
1390,77.04197906638485,9.371813341444913,2010-01-05 19:50:00,2010-01-05 19:50:00
1400,77.04121786250562,9.371098991466662,2010-01-05 20:40:00,2010-01-05 20:40:00
1410,77.04145502123667,9.370790724313792,2010-01-05 21:30:00,2010-01-05 21:30:00
1420,77.04253480398556,9.372335630687012,2010-01-05 22:20:00,2010-01-05 22:20:00
1430,77.04244482111413,9.372437888671728,2010-01-05 23:10:00,2010-01-05 23:10:00
1440,77.04229356061613,9.372347231896835,2010-01-06 00:00:00,2010-01-06 00:00:00
1450,77.04219778833968,9.372384031083849,2010-01-06 00:50:00,2010-01-06 00:50:00
1460,77.04201563078121,9.37298247419642,2010-01-06 01:40:00,2010-01-06 01:40:00
1470,77.04306934323985,9.375032607659366,2010-01-06 02:30:00,2010-01-06 02:30:00
1480,77.04650111400329,9.377936989458751,2010-01-06 03:20:00,2010-01-06 03:20:00
1490,77.04653521104288,9.3779750655031,2010-01-06 04:10:00,2010-01-06 04:10:00
1500,77.04658371728735,9.378254774490564,2010-01-06 05:00:00,2010-01-06 05:00:00
1510,77.04662100339154,9.378330347812891,2010-01-06 05:50:00,2010-01-06 05:50:00
1520,77.04668981077806,9.378300658106442,2010-01-06 06:40:00,2010-01-06 06:40:00
1530,77.04670657986507,9.37822598998436,2010-01-06 07:30:00,2010-01-06 07:30:00
1540,77.04676035867418,9.37792226057944,2010-01-06 08:20:00,2010-01-06 08:20:00
1550,77.04675478747177,9.37784721795773,2010-01-06 09:10:00,2010-01-06 09:10:00
1560,77.04677856218007,9.377905866836027,2010-01-06 10:00:00,2010-01-06 10:00:00
1570,77.04935046257943,9.380540088938943,2010-01-06 10:50:00,2010-01-06 10:50:00
1580,77.04937302231455,9.379527093181885,2010-01-06 11:40:00,2010-01-06 11:40:00
1590,77.04800516074393,9.377899645874058,2010-01-06 12:30:00,2010-01-06 12:30:00
1600,77.0478664594171,9.3780032977266,2010-01-06 13:20:00,2010-01-06 13:20:00
1610,77.04774960073658,9.377905994369575,2010-01-06 14:10:00,2010-01-06 14:10:00
1620,77.04573684840494,9.376232556517854,2010-01-06 15:00:00,2010-01-06 15:00:00
1630,77.04360032549205,9.374024056501614,2010-01-06 15:50:00,2010-01-06 15:50:00
1640,77.04318693844338,9.373734639046052,2010-01-06 16:40:00,2010-01-06 16:40:00
1650,77.04306288980601,9.37377520132238,2010-01-06 17:30:00,2010-01-06 17:30:00
1660,77.04330513098708,9.373718380311251,2010-01-06 18:20:00,2010-01-06 18:20:00
1670,77.04518293749693,9.375343761943451,2010-01-06 19:10:00,2010-01-06 19:10:00
1680,77.04566979571038,9.37578015955655,2010-01-06 20:00:00,2010-01-06 20:00:00
1690,77.04560625831816,9.375866775747744,2010-01-06 20:50:00,2010-01-06 20:50:00
1700,77.04681240917374,9.377461903710415,2010-01-06 21:40:00,2010-01-06 21:40:00
1710,77.04744604523165,9.378061166569124,2010-01-06 22:30:00,2010-01-06 22:30:00
1720,77.04927019331438,9.377569382459402,2010-01-06 23:20:00,2010-01-06 23:20:00
1730,77.05032241921317,9.37624291635188,2010-01-07 00:10:00,2010-01-07 00:10:00
1740,77.05152665555123,9.374325440277474,2010-01-07 01:00:00,2010-01-07 01:00:00
1750,77.05140998231036,9.374343605443752,2010-01-07 01:50:00,2010-01-07 01:50:00
1760,77.05342413343618,9.377341676703384,2010-01-07 02:40:00,2010-01-07 02:40:00
1770,77.05352004519605,9.377314460619434,2010-01-07 03:30:00,2010-01-07 03:30:00
1780,77.0545032382996,9.378411551387632,2010-01-07 04:20:00,2010-01-07 04:20:00
1790,77.05512266469259,9.37920811820274,2010-01-07 05:10:00,2010-01-07 05:10:00
1800,77.0551304909185,9.378831484689073,2010-01-07 06:00:00,2010-01-07 06:00:00
1810,77.0561018886466,9.377395905445548,2010-01-07 06:50:00,2010-01-07 06:50:00
1820,77.05661829701567,9.376705787260772,2010-01-07 07:40:00,2010-01-07 07:40:00
1830,77.05658876204764,9.376942545096403,2010-01-07 08:30:00,2010-01-07 08:30:00
1840,77.05605137817268,9.376526985691797,2010-01-07 09:20:00,2010-01-07 09:20:00
1850,77.05607665073804,9.37651811790942,2010-01-07 10:10:00,2010-01-07 10:10:00
1860,77.05431800146725,9.375757564612575,2010-01-07 11:00:00,2010-01-07 11:00:00
1870,77.05200265850854,9.374938209525332,2010-01-07 11:50:00,2010-01-07 11:50:00
1880,77.0514289154846,9.373918649727162,2010-01-07 12:40:00,2010-01-07 12:40:00
1890,77.05232508316674,9.370958400251284,2010-01-07 13:30:00,2010-01-07 13:30:00
1900,77.05195625980484,9.36883543979219,2010-01-07 14:20:00,2010-01-07 14:20:00
1910,77.05180068136674,9.367879644818306,2010-01-07 15:10:00,2010-01-07 15:10:00
1920,77.05197950508555,9.36763162327832,2010-01-07 16:00:00,2010-01-07 16:00:00
1930,77.05268404463456,9.366767457723393,2010-01-07 16:50:00,2010-01-07 16:50:00
1940,77.05263331270889,9.367671453275488,2010-01-07 17:40:00,2010-01-07 17:40:00
1950,77.0535226035865,9.366346323623318,2010-01-07 18:30:00,2010-01-07 18:30:00
1960,77.05458934034651,9.3636495334552,2010-01-07 19:20:00,2010-01-07 19:20:00
1970,77.05483856755568,9.364778941041171,2010-01-07 20:10:00,2010-01-07 20:10:00
1980,77.05436739999952,9.36534875963281,2010-01-07 21:00:00,2010-01-07 21:00:00
1990,77.05408110134168,9.365765311126824,2010-01-07 21:50:00,2010-01-07 21:50:00
2000,77.05260154200882,9.365400061654768,2010-01-07 22:40:00,2010-01-07 22:40:00
2010,77.05111893376888,9.367880204950524,2010-01-07 23:30:00,2010-01-07 23:30:00
2020,77.04881295783336,9.37137631634417,2010-01-08 00:20:00,2010-01-08 00:20:00
2030,77.04874593004499,9.371367004487114,2010-01-08 01:10:00,2010-01-08 01:10:00
2040,77.04868118093215,9.371270911141025,2010-01-08 02:00:00,2010-01-08 02:00:00
2050,77.04872340863965,9.371267203060215,2010-01-08 02:50:00,2010-01-08 02:50:00
2060,77.04816483899333,9.372306152507592,2010-01-08 03:40:00,2010-01-08 03:40:00
2070,77.04588337546515,9.374277720276456,2010-01-08 04:30:00,2010-01-08 04:30:00
2080,77.04638715358114,9.372320705809148,2010-01-08 05:20:00,2010-01-08 05:20:00
2090,77.04706435913934,9.37048944281495,2010-01-08 06:10:00,2010-01-08 06:10:00
2100,77.04838779464096,9.367480233198542,2010-01-08 07:00:00,2010-01-08 07:00:00
2110,77.05035838084069,9.365405204720396,2010-01-08 07:50:00,2010-01-08 07:50:00
2120,77.05385045251141,9.364250324259372,2010-01-08 08:40:00,2010-01-08 08:40:00
2130,77.05440168113303,9.363667609156202,2010-01-08 09:30:00,2010-01-08 09:30:00
2140,77.05486605978219,9.364219462541348,2010-01-08 10:20:00,2010-01-08 10:20:00
2150,77.055533344754,9.366516724414303,2010-01-08 11:10:00,2010-01-08 11:10:00
2160,77.05617021037759,9.369325124539264,2010-01-08 12:00:00,2010-01-08 12:00:00
2170,77.05401263205142,9.372230056942662,2010-01-08 12:50:00,2010-01-08 12:50:00
2180,77.0528640341984,9.375019646736735,2010-01-08 13:40:00,2010-01-08 13:40:00
2190,77.05223689540371,9.3762193958977,2010-01-08 14:30:00,2010-01-08 14:30:00
2200,77.05131310283315,9.374257337537513,2010-01-08 15:20:00,2010-01-08 15:20:00
2210,77.04960428502686,9.371656989445446,2010-01-08 16:10:00,2010-01-08 16:10:00
2220,77.0473249044421,9.370150987470025,2010-01-08 17:00:00,2010-01-08 17:00:00
2230,77.04690182240915,9.370112083418457,2010-01-08 17:50:00,2010-01-08 17:50:00
2240,77.04631849771708,9.37247624129476,2010-01-08 18:40:00,2010-01-08 18:40:00
2250,77.04651032157912,9.373271635345157,2010-01-08 19:30:00,2010-01-08 19:30:00
2260,77.04574017366204,9.37209018259069,2010-01-08 20:20:00,2010-01-08 20:20:00
2270,77.046205199383,9.37236556155542,2010-01-08 21:10:00,2010-01-08 21:10:00
2280,77.046185803585,9.372291633896962,2010-01-08 22:00:00,2010-01-08 22:00:00
2290,77.0433469264572,9.37218111435272,2010-01-08 22:50:00,2010-01-08 22:50:00
2300,77.04432139737743,9.371855474920292,2010-01-08 23:40:00,2010-01-08 23:40:00
2310,77.0465590367845,9.369424575677185,2010-01-09 00:30:00,2010-01-09 00:30:00
2320,77.04953642330776,9.368125769452147,2010-01-09 01:20:00,2010-01-09 01:20:00
2330,77.0490894516108,9.368507187639535,2010-01-09 02:10:00,2010-01-09 02:10:00
2340,77.05139427304555,9.371217038891722,2010-01-09 03:00:00,2010-01-09 03:00:00
2350,77.05312355735236,9.373244411325128,2010-01-09 03:50:00,2010-01-09 03:50:00
2360,77.05145867545482,9.37049282330309,2010-01-09 04:40:00,2010-01-09 04:40:00
2370,77.05098350345361,9.37112805787375,2010-01-09 05:30:00,2010-01-09 05:30:00
2380,77.05072156814506,9.369215957703954,2010-01-09 06:20:00,2010-01-09 06:20:00
2390,77.05073342007213,9.367687414664958,2010-01-09 07:10:00,2010-01-09 07:10:00
2400,77.05105076145007,9.36362220403452,2010-01-09 08:00:00,2010-01-09 08:00:00
2410,77.0503405190066,9.364189339959736,2010-01-09 08:50:00,2010-01-09 08:50:00
2420,77.05140585449436,9.365288247587468,2010-01-09 09:40:00,2010-01-09 09:40:00
2430,77.05216207763043,9.366238584569402,2010-01-09 10:30:00,2010-01-09 10:30:00
2440,77.0492454335336,9.36516830492401,2010-01-09 11:20:00,2010-01-09 11:20:00
2450,77.05029437824905,9.364026188462216,2010-01-09 12:10:00,2010-01-09 12:10:00
2460,77.04878663736005,9.365575483658905,2010-01-09 13:00:00,2010-01-09 13:00:00
2470,77.04790335217638,9.3683138851971,2010-01-09 13:50:00,2010-01-09 13:50:00
2480,77.04887038701752,9.371371356952826,2010-01-09 14:40:00,2010-01-09 14:40:00
2490,77.04975849948438,9.369352471585923,2010-01-09 15:30:00,2010-01-09 15:30:00
2500,77.0505425263838,9.367941551148574,2010-01-09 16:20:00,2010-01-09 16:20:00
2510,77.05130474544342,9.365860992938128,2010-01-09 17:10:00,2010-01-09 17:10:00
2520,77.05178799159462,9.36563651865654,2010-01-09 18:00:00,2010-01-09 18:00:00
2530,77.05311150599094,9.363613600019606,2010-01-09 18:50:00,2010-01-09 18:50:00
2540,77.05482867021394,9.362868157510064,2010-01-09 19:40:00,2010-01-09 19:40:00
2550,77.05681623291973,9.361876749119366,2010-01-09 20:30:00,2010-01-09 20:30:00
2560,77.05442379534263,9.362685266444243,2010-01-09 21:20:00,2010-01-09 21:20:00
2570,77.05485427057913,9.359499490849611,2010-01-09 22:10:00,2010-01-09 22:10:00
2580,77.05560464262656,9.35653701419232,2010-01-09 23:00:00,2010-01-09 23:00:00
2590,77.05708154818278,9.353478126810456,2010-01-09 23:50:00,2010-01-09 23:50:00
2600,77.05806204292118,9.35092964338471,2010-01-10 00:40:00,2010-01-10 00:40:00
2610,77.05674711582643,9.351634767920942,2010-01-10 01:30:00,2010-01-10 01:30:00
2620,77.05438351893936,9.351014618296954,2010-01-10 02:20:00,2010-01-10 02:20:00
2630,77.0498579414605,9.348615562707884,2010-01-10 03:10:00,2010-01-10 03:10:00
2640,77.0466102682836,9.346676104831715,2010-01-10 04:00:00,2010-01-10 04:00:00
2650,77.04390929552854,9.345363525017529,2010-01-10 04:50:00,2010-01-10 04:50:00
2660,77.0448323416621,9.343499312562637,2010-01-10 05:40:00,2010-01-10 05:40:00
2670,77.04750828305644,9.34181043725774,2010-01-10 06:30:00,2010-01-10 06:30:00
2680,77.04424955250633,9.34348998615036,2010-01-10 07:20:00,2010-01-10 07:20:00
2690,77.04127087781326,9.341869170984983,2010-01-10 08:10:00,2010-01-10 08:10:00
2700,77.0381692692423,9.340004532538256,2010-01-10 09:00:00,2010-01-10 09:00:00
2710,77.0377416720312,9.337679227526856,2010-01-10 09:50:00,2010-01-10 09:50:00
2720,77.03499361195853,9.33662577322776,2010-01-10 10:40:00,2010-01-10 10:40:00
2730,77.03341521922164,9.33551305643757,2010-01-10 11:30:00,2010-01-10 11:30:00
2740,77.03447598422805,9.33593927803851,2010-01-10 12:20:00,2010-01-10 12:20:00
2750,77.037119953741,9.33817206358371,2010-01-10 13:10:00,2010-01-10 13:10:00
2760,77.03834774464656,9.339092070853354,2010-01-10 14:00:00,2010-01-10 14:00:00
2770,77.03678456372369,9.33807909435951,2010-01-10 14:50:00,2010-01-10 14:50:00
2780,77.03504456921836,9.3362312175117,2010-01-10 15:40:00,2010-01-10 15:40:00
2790,77.03254855720952,9.334985311870163,2010-01-10 16:30:00,2010-01-10 16:30:00
2800,77.03300499898116,9.334697570185956,2010-01-10 17:20:00,2010-01-10 17:20:00
2810,77.03431580313386,9.336685059033758,2010-01-10 18:10:00,2010-01-10 18:10:00
2820,77.03782666648604,9.340666033556245,2010-01-10 19:00:00,2010-01-10 19:00:00
2830,77.04025353470831,9.341487604247911,2010-01-10 19:50:00,2010-01-10 19:50:00
2840,77.04288070499705,9.342228889017598,2010-01-10 20:40:00,2010-01-10 20:40:00
2850,77.0461978411781,9.343022856178315,2010-01-10 21:30:00,2010-01-10 21:30:00
2860,77.04481112300684,9.341969778891466,2010-01-10 22:20:00,2010-01-10 22:20:00
2870,77.04310928155972,9.339349095905684,2010-01-10 23:10:00,2010-01-10 23:10:00
2880,77.04190703064823,9.33939869309954,2010-01-11 00:00:00,2010-01-11 00:00:00
2890,77.04236357489813,9.337846516245683,2010-01-11 00:50:00,2010-01-11 00:50:00
2900,77.0462825282374,9.34025441611267,2010-01-11 01:40:00,2010-01-11 01:40:00
2910,77.04769711690876,9.341834128204944,2010-01-11 02:30:00,2010-01-11 02:30:00
2920,77.04346758090408,9.341339875017294,2010-01-11 03:20:00,2010-01-11 03:20:00
2930,77.04160927992027,9.341623685377916,2010-01-11 04:10:00,2010-01-11 04:10:00
2940,77.03979224619735,9.338752760787765,2010-01-11 05:00:00,2010-01-11 05:00:00
2950,77.03699856967467,9.336417376296778,2010-01-11 05:50:00,2010-01-11 05:50:00
2960,77.03715822009798,9.335632530095609,2010-01-11 06:40:00,2010-01-11 06:40:00
2970,77.03865505069807,9.335347315415504,2010-01-11 07:30:00,2010-01-11 07:30:00
2980,77.03710385133442,9.33726115227482,2010-01-11 08:20:00,2010-01-11 08:20:00
2990,77.03544758587456,9.338953202497724,2010-01-11 09:10:00,2010-01-11 09:10:00
3000,77.03340171689068,9.338373467480084,2010-01-11 10:00:00,2010-01-11 10:00:00
3010,77.03256452155749,9.336982580073588,2010-01-11 10:50:00,2010-01-11 10:50:00
3020,77.03444509102545,9.334976232799807,2010-01-11 11:40:00,2010-01-11 11:40:00
3030,77.03646428970696,9.333338569698528,2010-01-11 12:30:00,2010-01-11 12:30:00
3040,77.03814136693956,9.331825931810974,2010-01-11 13:20:00,2010-01-11 13:20:00
3050,77.03536174283757,9.331861585737412,2010-01-11 14:10:00,2010-01-11 14:10:00
3060,77.03268429207185,9.33217869348022,2010-01-11 15:00:00,2010-01-11 15:00:00
3070,77.02978229816739,9.329749041730508,2010-01-11 15:50:00,2010-01-11 15:50:00
3080,77.02763779984011,9.327350393875127,2010-01-11 16:40:00,2010-01-11 16:40:00
3090,77.02518682508598,9.33021651603982,2010-01-11 17:30:00,2010-01-11 17:30:00
3100,77.02326017428545,9.332499052043636,2010-01-11 18:20:00,2010-01-11 18:20:00
